timestamp,F_alimentacao_L_min,u_step,CA_mol_L
2026-08-01 08:36:00,14.070,14.070,-7.7311
2026-08-01 08:37:00,14.070,14.070,-7.6573
2026-08-01 08:38:00,14.070,14.070,-7.5991
2026-08-01 08:39:00,14.070,14.070,-7.5074
2026-08-01 08:40:00,14.070,14.070,-7.4985
2026-08-01 08:41:00,14.070,14.070,-7.4567
2026-08-01 08:42:00,14.070,14.070,-7.4241
2026-08-01 08:43:00,14.070,14.070,-7.3923
2026-08-01 08:44:00,14.070,14.070,-7.3629
2026-08-01 08:45:00,14.070,14.070,-7.3255
2026-08-01 08:46:00,14.070,14.070,-7.2819
2026-08-01 08:47:00,14.070,14.070,-7.2492
2026-08-01 08:48:00,14.070,14.070,-7.2328
2026-08-01 08:49:00,14.070,14.070,-7.2293
2026-08-01 08:50:00,14.070,14.070,-7.1781
2026-08-01 08:51:00,14.070,14.070,-7.1652
2026-08-01 08:52:00,14.070,14.070,-7.1687
2026-08-01 08:53:00,14.070,14.070,-7.1655
2026-08-01 08:54:00,14.070,14.070,-7.1297
2026-08-01 08:55:00,14.070,14.070,-7.1264
2026-08-01 08:56:00,14.070,14.070,-7.1496
2026-08-01 08:57:00,14.070,14.070,-7.1135
2026-08-01 08:58:00,14.070,14.070,-7.0992
2026-08-01 08:59:00,14.070,14.070,-7.1155
2026-08-01 09:00:00,15.381,15.381,-7.0874
2026-08-01 09:01:00,15.381,15.381,-7.1147
2026-08-01 09:02:00,15.381,15.381,-7.0538
2026-08-01 09:03:00,15.381,15.381,-7.0511
2026-08-01 09:04:00,15.381,15.381,-7.0770
2026-08-01 09:05:00,15.381,15.381,-7.1265
2026-08-01 09:06:00,15.381,15.381,-7.2376
2026-08-01 09:07:00,15.381,15.381,-7.2626
2026-08-01 09:08:00,15.381,15.381,-7.2905
2026-08-01 09:09:00,15.381,15.381,-7.3466
2026-08-01 09:10:00,15.381,15.381,-7.3474
2026-08-01 09:11:00,15.381,15.381,-7.3546
2026-08-01 09:12:00,15.381,15.381,-7.4477
2026-08-01 09:13:00,15.381,15.381,-7.4675
2026-08-01 09:14:00,15.381,15.381,-7.4700
2026-08-01 09:15:00,15.381,15.381,-7.4641
2026-08-01 09:16:00,15.381,15.381,-7.5401
2026-08-01 09:17:00,15.381,15.381,-7.5282
2026-08-01 09:18:00,15.381,15.381,-7.5125
2026-08-01 09:19:00,15.381,15.381,-7.5961
2026-08-01 09:20:00,15.381,15.381,-7.6014
2026-08-01 09:21:00,15.381,15.381,-7.5957
2026-08-01 09:22:00,15.381,15.381,-7.6079
2026-08-01 09:23:00,15.381,15.381,-7.5906
2026-08-01 09:24:00,15.381,15.381,-7.6103
2026-08-01 09:25:00,15.381,15.381,-7.6582
2026-08-01 09:26:00,15.381,15.381,-7.6191
2026-08-01 09:27:00,15.381,15.381,-7.6471
2026-08-01 09:28:00,15.381,15.381,-7.6155
2026-08-01 09:29:00,15.381,15.381,-7.6585
2026-08-01 09:30:00,15.907,15.907,-7.6631
2026-08-01 09:31:00,15.907,15.907,-7.6436
2026-08-01 09:32:00,15.907,15.907,-7.6427
2026-08-01 09:33:00,15.907,15.907,-7.6523
2026-08-01 09:34:00,15.907,15.907,-7.6979
2026-08-01 09:35:00,15.907,15.907,-7.6823
2026-08-01 09:36:00,15.907,15.907,-7.7398
2026-08-01 09:37:00,15.907,15.907,-7.7379
2026-08-01 09:38:00,15.907,15.907,-7.7922
2026-08-01 09:39:00,15.907,15.907,-7.7738
2026-08-01 09:40:00,15.907,15.907,-7.8159
2026-08-01 09:41:00,15.907,15.907,-7.8409
2026-08-01 09:42:00,15.907,15.907,-7.8148
2026-08-01 09:43:00,15.907,15.907,-7.8367
2026-08-01 09:44:00,15.907,15.907,-7.8650
2026-08-01 09:45:00,15.907,15.907,-7.8338
2026-08-01 09:46:00,15.907,15.907,-7.8807
2026-08-01 09:47:00,15.907,15.907,-7.8794
2026-08-01 09:48:00,15.907,15.907,-7.8821
2026-08-01 09:49:00,15.907,15.907,-7.9065
2026-08-01 09:50:00,15.907,15.907,-7.8906
2026-08-01 09:51:00,15.907,15.907,-7.9161
2026-08-01 09:52:00,15.907,15.907,-7.9185
2026-08-01 09:53:00,15.907,15.907,-7.8873
2026-08-01 09:54:00,15.907,15.907,-7.9393
2026-08-01 09:55:00,15.907,15.907,-7.9703
2026-08-01 09:56:00,15.907,15.907,-7.8930
2026-08-01 09:57:00,15.907,15.907,-7.8770
2026-08-01 09:58:00,15.907,15.907,-7.9387
2026-08-01 09:59:00,15.907,15.907,-7.9716
2026-08-01 10:00:00,16.940,16.940,-7.9412
2026-08-01 10:01:00,16.940,16.940,-7.9426
2026-08-01 10:02:00,16.940,16.940,-7.9423
2026-08-01 10:03:00,16.940,16.940,-7.9623
2026-08-01 10:04:00,16.940,16.940,-7.9298
2026-08-01 10:05:00,16.940,16.940,-7.9838
2026-08-01 10:06:00,16.940,16.940,-8.0717
2026-08-01 10:07:00,16.940,16.940,-8.0706
2026-08-01 10:08:00,16.940,16.940,-8.0821
2026-08-01 10:09:00,16.940,16.940,-8.1544
2026-08-01 10:10:00,16.940,16.940,-8.1958
2026-08-01 10:11:00,16.940,16.940,-8.2199
2026-08-01 10:12:00,16.940,16.940,-8.2301
2026-08-01 10:13:00,16.940,16.940,-8.2997
2026-08-01 10:14:00,16.940,16.940,-8.2823
2026-08-01 10:15:00,16.940,16.940,-8.3118
2026-08-01 10:16:00,16.940,16.940,-8.2837
2026-08-01 10:17:00,16.940,16.940,-8.3390
2026-08-01 10:18:00,16.940,16.940,-8.3156
2026-08-01 10:19:00,16.940,16.940,-8.3831
2026-08-01 10:20:00,16.940,16.940,-8.3602
2026-08-01 10:21:00,16.940,16.940,-8.3753
2026-08-01 10:22:00,16.940,16.940,-8.4079
2026-08-01 10:23:00,16.940,16.940,-8.3949
2026-08-01 10:24:00,16.940,16.940,-8.3814
2026-08-01 10:25:00,16.940,16.940,-8.4185
2026-08-01 10:26:00,16.940,16.940,-8.4517
2026-08-01 10:27:00,16.940,16.940,-8.4234
2026-08-01 10:28:00,16.940,16.940,-8.4458
2026-08-01 10:29:00,16.940,16.940,-8.4388
2026-08-01 10:30:00,16.358,16.358,-8.4374
2026-08-01 10:31:00,16.358,16.358,-8.4732
2026-08-01 10:32:00,16.358,16.358,-8.4745
2026-08-01 10:33:00,16.358,16.358,-8.4353
2026-08-01 10:34:00,16.358,16.358,-8.4579
2026-08-01 10:35:00,16.358,16.358,-8.4719
2026-08-01 10:36:00,16.358,16.358,-8.3807
2026-08-01 10:37:00,16.358,16.358,-8.3692
2026-08-01 10:38:00,16.358,16.358,-8.3694
2026-08-01 10:39:00,16.358,16.358,-8.3638
2026-08-01 10:40:00,16.358,16.358,-8.3049
2026-08-01 10:41:00,16.358,16.358,-8.3004
2026-08-01 10:42:00,16.358,16.358,-8.2469
2026-08-01 10:43:00,16.358,16.358,-8.2746
2026-08-01 10:44:00,16.358,16.358,-8.2648
2026-08-01 10:45:00,16.358,16.358,-8.2665
2026-08-01 10:46:00,16.358,16.358,-8.2384
2026-08-01 10:47:00,16.358,16.358,-8.2347
2026-08-01 10:48:00,16.358,16.358,-8.2153
2026-08-01 10:49:00,16.358,16.358,-8.2446
2026-08-01 10:50:00,16.358,16.358,-8.2374
2026-08-01 10:51:00,16.358,16.358,-8.2333
2026-08-01 10:52:00,16.358,16.358,-8.2034
2026-08-01 10:53:00,16.358,16.358,-8.1852
2026-08-01 10:54:00,16.358,16.358,-8.2207
2026-08-01 10:55:00,16.358,16.358,-8.2168
2026-08-01 10:56:00,16.358,16.358,-8.1991
2026-08-01 10:57:00,16.358,16.358,-8.2076
2026-08-01 10:58:00,16.358,16.358,-8.1813
2026-08-01 10:59:00,16.358,16.358,-8.2432
2026-08-01 11:00:00,18.241,18.241,-8.2128
2026-08-01 11:01:00,18.241,18.241,-8.2102
2026-08-01 11:02:00,18.241,18.241,-8.2394
2026-08-01 11:03:00,18.241,18.241,-8.2108
2026-08-01 11:04:00,18.241,18.241,-8.2086
2026-08-01 11:05:00,18.241,18.241,-8.2873
2026-08-01 11:06:00,18.241,18.241,-8.3447
2026-08-01 11:07:00,18.241,18.241,-8.4472
2026-08-01 11:08:00,18.241,18.241,-8.5307
2026-08-01 11:09:00,18.241,18.241,-8.5723
2026-08-01 11:10:00,18.241,18.241,-8.6051
2026-08-01 11:11:00,18.241,18.241,-8.6950
2026-08-01 11:12:00,18.241,18.241,-8.7382
2026-08-01 11:13:00,18.241,18.241,-8.7488
2026-08-01 11:14:00,18.241,18.241,-8.8005
2026-08-01 11:15:00,18.241,18.241,-8.8155
2026-08-01 11:16:00,18.241,18.241,-8.8579
2026-08-01 11:17:00,18.241,18.241,-8.8699
2026-08-01 11:18:00,18.241,18.241,-8.9283
2026-08-01 11:19:00,18.241,18.241,-8.9291
2026-08-01 11:20:00,18.241,18.241,-8.9522
2026-08-01 11:21:00,18.241,18.241,-8.9895
2026-08-01 11:22:00,18.241,18.241,-9.0120
2026-08-01 11:23:00,18.241,18.241,-8.9810
2026-08-01 11:24:00,18.241,18.241,-9.0143
2026-08-01 11:25:00,18.241,18.241,-9.0390
2026-08-01 11:26:00,18.241,18.241,-9.0307
2026-08-01 11:27:00,18.241,18.241,-9.0153
2026-08-01 11:28:00,18.241,18.241,-9.0917
2026-08-01 11:29:00,18.241,18.241,-9.0835
2026-08-01 11:30:00,19.813,19.813,-9.0787
2026-08-01 11:31:00,19.813,19.813,-9.0370
2026-08-01 11:32:00,19.813,19.813,-9.0660
2026-08-01 11:33:00,19.813,19.813,-9.0612
2026-08-01 11:34:00,19.813,19.813,-9.1037
2026-08-01 11:35:00,19.813,19.813,-9.1858
2026-08-01 11:36:00,19.813,19.813,-9.2288
2026-08-01 11:37:00,19.813,19.813,-9.3035
2026-08-01 11:38:00,19.813,19.813,-9.3539
2026-08-01 11:39:00,19.813,19.813,-9.4228
2026-08-01 11:40:00,19.813,19.813,-9.4622
2026-08-01 11:41:00,19.813,19.813,-9.5085
2026-08-01 11:42:00,19.813,19.813,-9.5356
2026-08-01 11:43:00,19.813,19.813,-9.5705
2026-08-01 11:44:00,19.813,19.813,-9.6511
2026-08-01 11:45:00,19.813,19.813,-9.6924
2026-08-01 11:46:00,19.813,19.813,-9.6533
2026-08-01 11:47:00,19.813,19.813,-9.6729
2026-08-01 11:48:00,19.813,19.813,-9.7381
2026-08-01 11:49:00,19.813,19.813,-9.7738
2026-08-01 11:50:00,19.813,19.813,-9.7516
2026-08-01 11:51:00,19.813,19.813,-9.7502
2026-08-01 11:52:00,19.813,19.813,-9.7467
2026-08-01 11:53:00,19.813,19.813,-9.7847
2026-08-01 11:54:00,19.813,19.813,-9.8136
2026-08-01 11:55:00,19.813,19.813,-9.8341
2026-08-01 11:56:00,19.813,19.813,-9.8250
2026-08-01 11:57:00,19.813,19.813,-9.8394
2026-08-01 11:58:00,19.813,19.813,-9.8610
2026-08-01 11:59:00,19.813,19.813,-9.8063
2026-08-01 12:00:00,20.927,20.927,-9.8175
2026-08-01 12:01:00,20.927,20.927,-9.8358
2026-08-01 12:02:00,20.927,20.927,-9.8818
2026-08-01 12:03:00,20.927,20.927,-9.8506
2026-08-01 12:04:00,20.927,20.927,-9.8588
2026-08-01 12:05:00,20.927,20.927,-9.9219
2026-08-01 12:06:00,20.927,20.927,-9.9590
2026-08-01 12:07:00,20.927,20.927,-10.0192
2026-08-01 12:08:00,20.927,20.927,-10.0603
2026-08-01 12:09:00,20.927,20.927,-10.1011
2026-08-01 12:10:00,20.927,20.927,-10.1420
2026-08-01 12:11:00,20.927,20.927,-10.2160
2026-08-01 12:12:00,20.927,20.927,-10.2069
2026-08-01 12:13:00,20.927,20.927,-10.2452
2026-08-01 12:14:00,20.927,20.927,-10.2826
2026-08-01 12:15:00,20.927,20.927,-10.2440
2026-08-01 12:16:00,20.927,20.927,-10.2616
2026-08-01 12:17:00,20.927,20.927,-10.2857
2026-08-01 12:18:00,20.927,20.927,-10.3228
2026-08-01 12:19:00,20.927,20.927,-10.3145
2026-08-01 12:20:00,20.927,20.927,-10.3534
2026-08-01 12:21:00,20.927,20.927,-10.3606
2026-08-01 12:22:00,20.927,20.927,-10.3964
2026-08-01 12:23:00,20.927,20.927,-10.3754
2026-08-01 12:24:00,20.927,20.927,-10.3902
2026-08-01 12:25:00,20.927,20.927,-10.4246
2026-08-01 12:26:00,20.927,20.927,-10.4061
2026-08-01 12:27:00,20.927,20.927,-10.4125
2026-08-01 12:28:00,20.927,20.927,-10.3802
2026-08-01 12:29:00,20.927,20.927,-10.4030
2026-08-01 12:30:00,19.705,19.705,-10.4249
2026-08-01 12:31:00,19.705,19.705,-10.4239
2026-08-01 12:32:00,19.705,19.705,-10.4315
2026-08-01 12:33:00,19.705,19.705,-10.4395
2026-08-01 12:34:00,19.705,19.705,-10.4599
2026-08-01 12:35:00,19.705,19.705,-10.3827
2026-08-01 12:36:00,19.705,19.705,-10.3419
2026-08-01 12:37:00,19.705,19.705,-10.3045
2026-08-01 12:38:00,19.705,19.705,-10.2266
2026-08-01 12:39:00,19.705,19.705,-10.1906
2026-08-01 12:40:00,19.705,19.705,-10.1996
2026-08-01 12:41:00,19.705,19.705,-10.1352
2026-08-01 12:42:00,19.705,19.705,-10.0848
2026-08-01 12:43:00,19.705,19.705,-10.0583
2026-08-01 12:44:00,19.705,19.705,-10.0363
2026-08-01 12:45:00,19.705,19.705,-10.0356
2026-08-01 12:46:00,19.705,19.705,-10.0349
2026-08-01 12:47:00,19.705,19.705,-10.0231
2026-08-01 12:48:00,19.705,19.705,-9.9797
2026-08-01 12:49:00,19.705,19.705,-9.9656
2026-08-01 12:50:00,19.705,19.705,-9.9354
2026-08-01 12:51:00,19.705,19.705,-9.9283
2026-08-01 12:52:00,19.705,19.705,-9.9431
2026-08-01 12:53:00,19.705,19.705,-9.9566
2026-08-01 12:54:00,19.705,19.705,-9.9302
2026-08-01 12:55:00,19.705,19.705,-9.9123
2026-08-01 12:56:00,19.705,19.705,-9.9143
2026-08-01 12:57:00,19.705,19.705,-9.9161
2026-08-01 12:58:00,19.705,19.705,-9.8943
2026-08-01 12:59:00,19.705,19.705,-9.9047
2026-08-01 13:00:00,19.572,19.572,-9.9030
2026-08-01 13:01:00,19.572,19.572,-9.8804
2026-08-01 13:02:00,19.572,19.572,-9.8913
2026-08-01 13:03:00,19.572,19.572,-9.8753
2026-08-01 13:04:00,19.572,19.572,-9.8720
2026-08-01 13:05:00,19.572,19.572,-9.8911
2026-08-01 13:06:00,19.572,19.572,-9.8697
2026-08-01 13:07:00,19.572,19.572,-9.8239
2026-08-01 13:08:00,19.572,19.572,-9.8692
2026-08-01 13:09:00,19.572,19.572,-9.8823
2026-08-01 13:10:00,19.572,19.572,-9.8718
2026-08-01 13:11:00,19.572,19.572,-9.8292
2026-08-01 13:12:00,19.572,19.572,-9.8248
2026-08-01 13:13:00,19.572,19.572,-9.8238
2026-08-01 13:14:00,19.572,19.572,-9.7936
2026-08-01 13:15:00,19.572,19.572,-9.8682
2026-08-01 13:16:00,19.572,19.572,-9.8039
2026-08-01 13:17:00,19.572,19.572,-9.7780
2026-08-01 13:18:00,19.572,19.572,-9.8295
2026-08-01 13:19:00,19.572,19.572,-9.8125
2026-08-01 13:20:00,19.572,19.572,-9.8180
2026-08-01 13:21:00,19.572,19.572,-9.8192
2026-08-01 13:22:00,19.572,19.572,-9.8063
2026-08-01 13:23:00,19.572,19.572,-9.7698
2026-08-01 13:24:00,19.572,19.572,-9.7604
2026-08-01 13:25:00,19.572,19.572,-9.8028
2026-08-01 13:26:00,19.572,19.572,-9.7569
2026-08-01 13:27:00,19.572,19.572,-9.7934
2026-08-01 13:28:00,19.572,19.572,-9.7583
2026-08-01 13:29:00,19.572,19.572,-9.7945
2026-08-01 13:30:00,17.747,17.747,-9.7893
2026-08-01 13:31:00,17.747,17.747,-9.7840
2026-08-01 13:32:00,17.747,17.747,-9.7272
2026-08-01 13:33:00,17.747,17.747,-9.7733
2026-08-01 13:34:00,17.747,17.747,-9.8041
2026-08-01 13:35:00,17.747,17.747,-9.6789
2026-08-01 13:36:00,17.747,17.747,-9.6231
2026-08-01 13:37:00,17.747,17.747,-9.5514
2026-08-01 13:38:00,17.747,17.747,-9.4566
2026-08-01 13:39:00,17.747,17.747,-9.4141
2026-08-01 13:40:00,17.747,17.747,-9.3550
2026-08-01 13:41:00,17.747,17.747,-9.3116
2026-08-01 13:42:00,17.747,17.747,-9.2613
2026-08-01 13:43:00,17.747,17.747,-9.2201
2026-08-01 13:44:00,17.747,17.747,-9.2319
2026-08-01 13:45:00,17.747,17.747,-9.1479
2026-08-01 13:46:00,17.747,17.747,-9.1521
2026-08-01 13:47:00,17.747,17.747,-9.1354
2026-08-01 13:48:00,17.747,17.747,-9.0844
2026-08-01 13:49:00,17.747,17.747,-9.0606
2026-08-01 13:50:00,17.747,17.747,-9.0573
2026-08-01 13:51:00,17.747,17.747,-9.0098
2026-08-01 13:52:00,17.747,17.747,-9.0380
2026-08-01 13:53:00,17.747,17.747,-9.0056
2026-08-01 13:54:00,17.747,17.747,-8.9967
2026-08-01 13:55:00,17.747,17.747,-8.9748
2026-08-01 13:56:00,17.747,17.747,-8.9583
2026-08-01 13:57:00,17.747,17.747,-8.9750
2026-08-01 13:58:00,17.747,17.747,-8.9322
2026-08-01 13:59:00,17.747,17.747,-8.9382
2026-08-01 14:00:00,16.364,16.364,-8.9707
2026-08-01 14:01:00,16.364,16.364,-8.9661
2026-08-01 14:02:00,16.364,16.364,-8.9218
2026-08-01 14:03:00,16.364,16.364,-8.9212
2026-08-01 14:04:00,16.364,16.364,-8.9146
2026-08-01 14:05:00,16.364,16.364,-8.8400
2026-08-01 14:06:00,16.364,16.364,-8.7692
2026-08-01 14:07:00,16.364,16.364,-8.6956
2026-08-01 14:08:00,16.364,16.364,-8.6836
2026-08-01 14:09:00,16.364,16.364,-8.6369
2026-08-01 14:10:00,16.364,16.364,-8.5922
2026-08-01 14:11:00,16.364,16.364,-8.5257
2026-08-01 14:12:00,16.364,16.364,-8.4717
2026-08-01 14:13:00,16.364,16.364,-8.4738
2026-08-01 14:14:00,16.364,16.364,-8.4869
2026-08-01 14:15:00,16.364,16.364,-8.4455
2026-08-01 14:16:00,16.364,16.364,-8.4051
2026-08-01 14:17:00,16.364,16.364,-8.3790
2026-08-01 14:18:00,16.364,16.364,-8.3575
2026-08-01 14:19:00,16.364,16.364,-8.3318
2026-08-01 14:20:00,16.364,16.364,-8.3238
2026-08-01 14:21:00,16.364,16.364,-8.2830
2026-08-01 14:22:00,16.364,16.364,-8.3054
2026-08-01 14:23:00,16.364,16.364,-8.2981
2026-08-01 14:24:00,16.364,16.364,-8.2614
2026-08-01 14:25:00,16.364,16.364,-8.2928
2026-08-01 14:26:00,16.364,16.364,-8.2463
2026-08-01 14:27:00,16.364,16.364,-8.2449
2026-08-01 14:28:00,16.364,16.364,-8.2434
2026-08-01 14:29:00,16.364,16.364,-8.2029
2026-08-01 14:30:00,17.097,17.097,-8.2419
2026-08-01 14:31:00,17.097,17.097,-8.1835
2026-08-01 14:32:00,17.097,17.097,-8.2250
2026-08-01 14:33:00,17.097,17.097,-8.2422
2026-08-01 14:34:00,17.097,17.097,-8.2118
2026-08-01 14:35:00,17.097,17.097,-8.2682
2026-08-01 14:36:00,17.097,17.097,-8.2919
2026-08-01 14:37:00,17.097,17.097,-8.2961
2026-08-01 14:38:00,17.097,17.097,-8.3173
2026-08-01 14:39:00,17.097,17.097,-8.3629
2026-08-01 14:40:00,17.097,17.097,-8.3505
2026-08-01 14:41:00,17.097,17.097,-8.3649
2026-08-01 14:42:00,17.097,17.097,-8.3753
2026-08-01 14:43:00,17.097,17.097,-8.4079
2026-08-01 14:44:00,17.097,17.097,-8.4042
2026-08-01 14:45:00,17.097,17.097,-8.4808
2026-08-01 14:46:00,17.097,17.097,-8.4600
2026-08-01 14:47:00,17.097,17.097,-8.4805
2026-08-01 14:48:00,17.097,17.097,-8.4693
2026-08-01 14:49:00,17.097,17.097,-8.4908
2026-08-01 14:50:00,17.097,17.097,-8.4895
2026-08-01 14:51:00,17.097,17.097,-8.4548
2026-08-01 14:52:00,17.097,17.097,-8.5014
2026-08-01 14:53:00,17.097,17.097,-8.4948
2026-08-01 14:54:00,17.097,17.097,-8.5122
2026-08-01 14:55:00,17.097,17.097,-8.5101
2026-08-01 14:56:00,17.097,17.097,-8.5152
2026-08-01 14:57:00,17.097,17.097,-8.5097
2026-08-01 14:58:00,17.097,17.097,-8.4983
2026-08-01 14:59:00,17.097,17.097,-8.4913
2026-08-01 15:00:00,18.076,18.076,-8.5205
2026-08-01 15:01:00,18.076,18.076,-8.5170
2026-08-01 15:02:00,18.076,18.076,-8.5538
2026-08-01 15:03:00,18.076,18.076,-8.5343
2026-08-01 15:04:00,18.076,18.076,-8.5153
2026-08-01 15:05:00,18.076,18.076,-8.5672
2026-08-01 15:06:00,18.076,18.076,-8.6256
2026-08-01 15:07:00,18.076,18.076,-8.6529
2026-08-01 15:08:00,18.076,18.076,-8.6975
2026-08-01 15:09:00,18.076,18.076,-8.7164
2026-08-01 15:10:00,18.076,18.076,-8.7644
2026-08-01 15:11:00,18.076,18.076,-8.8040
2026-08-01 15:12:00,18.076,18.076,-8.8143
2026-08-01 15:13:00,18.076,18.076,-8.9013
2026-08-01 15:14:00,18.076,18.076,-8.8546
2026-08-01 15:15:00,18.076,18.076,-8.9527
2026-08-01 15:16:00,18.076,18.076,-8.9300
2026-08-01 15:17:00,18.076,18.076,-8.9008
2026-08-01 15:18:00,18.076,18.076,-8.9131
2026-08-01 15:19:00,18.076,18.076,-8.9574
2026-08-01 15:20:00,18.076,18.076,-8.9587
2026-08-01 15:21:00,18.076,18.076,-8.9264
2026-08-01 15:22:00,18.076,18.076,-8.9719
2026-08-01 15:23:00,18.076,18.076,-8.9249
2026-08-01 15:24:00,18.076,18.076,-8.9766
2026-08-01 15:25:00,18.076,18.076,-8.9746
2026-08-01 15:26:00,18.076,18.076,-8.9559
2026-08-01 15:27:00,18.076,18.076,-8.9906
2026-08-01 15:28:00,18.076,18.076,-9.0177
2026-08-01 15:29:00,18.076,18.076,-9.0039
2026-08-01 15:30:00,19.946,19.946,-9.0060
2026-08-01 15:31:00,19.946,19.946,-9.0359
2026-08-01 15:32:00,19.946,19.946,-9.0166
2026-08-01 15:33:00,19.946,19.946,-9.0290
2026-08-01 15:34:00,19.946,19.946,-8.9980
2026-08-01 15:35:00,19.946,19.946,-9.1114
2026-08-01 15:36:00,19.946,19.946,-9.2039
2026-08-01 15:37:00,19.946,19.946,-9.2778
2026-08-01 15:38:00,19.946,19.946,-9.3409
2026-08-01 15:39:00,19.946,19.946,-9.3958
2026-08-01 15:40:00,19.946,19.946,-9.4846
2026-08-01 15:41:00,19.946,19.946,-9.5363
2026-08-01 15:42:00,19.946,19.946,-9.5391
2026-08-01 15:43:00,19.946,19.946,-9.6106
2026-08-01 15:44:00,19.946,19.946,-9.6677
2026-08-01 15:45:00,19.946,19.946,-9.6639
2026-08-01 15:46:00,19.946,19.946,-9.6935
2026-08-01 15:47:00,19.946,19.946,-9.7604
2026-08-01 15:48:00,19.946,19.946,-9.7495
2026-08-01 15:49:00,19.946,19.946,-9.7612
2026-08-01 15:50:00,19.946,19.946,-9.7882
2026-08-01 15:51:00,19.946,19.946,-9.8007
2026-08-01 15:52:00,19.946,19.946,-9.8574
2026-08-01 15:53:00,19.946,19.946,-9.8371
2026-08-01 15:54:00,19.946,19.946,-9.8626
2026-08-01 15:55:00,19.946,19.946,-9.8779
2026-08-01 15:56:00,19.946,19.946,-9.8613
2026-08-01 15:57:00,19.946,19.946,-9.8585
2026-08-01 15:58:00,19.946,19.946,-9.8607
2026-08-01 15:59:00,19.946,19.946,-9.8779
2026-08-01 16:00:00,19.249,19.249,-9.9133
2026-08-01 16:01:00,19.249,19.249,-9.9102
2026-08-01 16:02:00,19.249,19.249,-9.9075
2026-08-01 16:03:00,19.249,19.249,-9.9254
2026-08-01 16:04:00,19.249,19.249,-9.9297
2026-08-01 16:05:00,19.249,19.249,-9.8851
2026-08-01 16:06:00,19.249,19.249,-9.8750
2026-08-01 16:07:00,19.249,19.249,-9.8635
2026-08-01 16:08:00,19.249,19.249,-9.8348
2026-08-01 16:09:00,19.249,19.249,-9.7936
2026-08-01 16:10:00,19.249,19.249,-9.7880
2026-08-01 16:11:00,19.249,19.249,-9.7649
2026-08-01 16:12:00,19.249,19.249,-9.7436
2026-08-01 16:13:00,19.249,19.249,-9.7513
2026-08-01 16:14:00,19.249,19.249,-9.7167
2026-08-01 16:15:00,19.249,19.249,-9.7135
2026-08-01 16:16:00,19.249,19.249,-9.7361
2026-08-01 16:17:00,19.249,19.249,-9.6739
2026-08-01 16:18:00,19.249,19.249,-9.7050
2026-08-01 16:19:00,19.249,19.249,-9.7210
2026-08-01 16:20:00,19.249,19.249,-9.7025
2026-08-01 16:21:00,19.249,19.249,-9.6963
2026-08-01 16:22:00,19.249,19.249,-9.6697
2026-08-01 16:23:00,19.249,19.249,-9.6716
2026-08-01 16:24:00,19.249,19.249,-9.6687
2026-08-01 16:25:00,19.249,19.249,-9.6458
2026-08-01 16:26:00,19.249,19.249,-9.6480
2026-08-01 16:27:00,19.249,19.249,-9.6455
2026-08-01 16:28:00,19.249,19.249,-9.6409
2026-08-01 16:29:00,19.249,19.249,-9.6343
2026-08-01 16:30:00,18.731,18.731,-9.6866
2026-08-01 16:31:00,18.731,18.731,-9.6497
2026-08-01 16:32:00,18.731,18.731,-9.6842
2026-08-01 16:33:00,18.731,18.731,-9.6383
2026-08-01 16:34:00,18.731,18.731,-9.6377
2026-08-01 16:35:00,18.731,18.731,-9.5894
2026-08-01 16:36:00,18.731,18.731,-9.5621
2026-08-01 16:37:00,18.731,18.731,-9.5598
2026-08-01 16:38:00,18.731,18.731,-9.5540
2026-08-01 16:39:00,18.731,18.731,-9.5164
