timestamp,T_reator_C,vazao_L_min,pressao_bar,T_alimentacao_C,conversao,T_reator_lag1,T_reator_lag2,T_reator_ma3,dT_reator,vazao_lag1,vazao_ma3,dvazao
2026-08-04 00:20:00,84.7654,52.7979,2.4370,24.6706,0.7916,84.2225,85.8974,84.9618,0.5429,54.0041,51.7904,-1.2061
2026-08-04 00:30:00,84.7961,53.6823,2.4414,25.1053,0.7846,84.9936,84.6025,84.7974,-0.1975,53.7089,52.4207,-0.0267
2026-08-04 00:40:00,84.1574,53.1169,2.5901,24.2991,0.7490,84.6532,84.3217,84.3774,-0.4958,51.7148,51.4984,1.4020
2026-08-04 00:50:00,85.6103,51.3160,2.5886,24.7716,0.7907,84.0100,83.7717,84.4640,1.6003,51.3436,50.6691,-0.0276
2026-08-04 01:00:00,83.4549,52.0045,2.5169,24.7633,0.7771,83.8227,84.2392,83.8389,-0.3678,50.6447,50.9077,1.3598
2026-08-04 01:10:00,84.9789,52.4623,2.4827,24.6526,0.8086,83.9195,83.8180,84.2388,1.0594,51.6026,51.9769,0.8597
2026-08-04 01:20:00,83.6553,51.8605,2.4797,24.9804,0.7700,84.5640,84.0220,84.0805,-0.9087,50.7000,50.9717,1.1604
2026-08-04 01:30:00,83.5284,51.4530,2.4668,24.8377,0.7825,84.6440,82.9234,83.6986,-1.1156,51.5656,50.8441,-0.1127
2026-08-04 01:40:00,83.0120,49.0512,2.5361,24.8550,0.7676,84.1871,83.4947,83.5646,-1.1752,50.7626,49.5372,-1.7114
2026-08-04 01:50:00,82.9078,51.5647,2.5612,25.3863,0.7555,83.6485,84.1097,83.5553,-0.7407,51.2399,51.4090,0.3248
2026-08-04 02:00:00,83.4690,49.9985,2.2646,25.1250,0.7830,83.9355,83.0706,83.4917,-0.4665,50.3647,49.6441,-0.3662
2026-08-04 02:10:00,82.3808,50.0188,2.6267,25.3905,0.7650,84.2909,83.1654,83.2791,-1.9101,50.7186,49.8504,-0.6998
2026-08-04 02:20:00,81.5489,48.8385,2.4879,25.0704,0.7499,83.3681,84.1381,83.0183,-1.8192,50.1987,49.4494,-1.3603
2026-08-04 02:30:00,81.8119,47.9917,2.6343,24.8489,0.7650,83.4408,83.1595,82.8041,-1.6289,49.1541,48.8493,-1.1624
2026-08-04 02:40:00,84.1440,47.7352,2.6121,25.2492,0.8001,83.0082,82.3807,83.1776,1.1358,47.9335,48.3238,-0.1983
2026-08-04 02:50:00,83.1925,48.8862,2.5314,25.0779,0.7867,81.9854,81.9647,82.3809,1.2071,47.2618,48.9937,1.6244
2026-08-04 03:00:00,81.9953,47.8708,2.4090,25.0466,0.7599,83.1328,82.8308,82.6530,-1.1374,48.7396,49.3092,-0.8688
2026-08-04 03:10:00,83.6400,47.3300,2.4135,25.0587,0.8074,82.9734,83.4270,83.3468,0.6666,48.5057,48.8435,-1.1757
2026-08-04 03:20:00,83.6668,46.3485,2.4037,25.0143,0.8033,83.6216,82.9770,83.4218,0.0452,48.4185,48.1292,-2.0700
2026-08-04 03:30:00,82.6549,46.1652,2.4863,24.8960,0.7864,83.3118,83.0347,83.0005,-0.6568,47.4485,47.7455,-1.2834
2026-08-04 03:40:00,82.2310,46.1563,2.5787,24.9585,0.7569,83.7517,83.8795,83.2874,-1.5206,48.1920,48.2433,-2.0357
2026-08-04 03:50:00,83.3305,47.0060,2.5163,25.1886,0.7910,83.3477,81.4297,82.7026,-0.0172,48.0232,48.4029,-1.0172
2026-08-04 04:00:00,82.5892,47.1584,2.5302,24.5288,0.7659,82.6344,82.6339,82.6192,-0.0452,47.4820,48.0268,-0.3235
2026-08-04 04:10:00,83.4083,47.6158,2.4566,25.2333,0.7968,83.6911,83.4873,83.5289,-0.2827,47.6836,48.5516,-0.0678
2026-08-04 04:20:00,83.8923,46.1632,2.4925,25.1176,0.7941,84.6129,83.1722,83.8925,-0.7206,45.5997,47.2708,0.5636
2026-08-04 04:30:00,83.9999,46.5301,2.4963,24.9780,0.7948,83.1688,83.9102,83.6930,0.8312,48.8362,48.2036,-2.3061
2026-08-04 04:40:00,83.0610,47.0519,2.6407,24.9226,0.7834,83.1296,84.3598,83.5168,-0.0687,46.9920,48.0895,0.0599
2026-08-04 04:50:00,83.4549,46.9062,2.4996,25.0312,0.7947,82.8706,83.1103,83.1452,0.5843,46.8521,47.9555,0.0541
2026-08-04 05:00:00,83.4352,47.8023,2.4356,24.9593,0.7754,83.3471,83.8570,83.5464,0.0882,48.5103,49.0149,-0.7080
2026-08-04 05:10:00,84.7111,49.1577,2.4839,25.5613,0.8058,83.5251,83.5185,83.9182,1.1860,47.9994,49.3165,1.1583
2026-08-04 05:20:00,84.2015,47.7231,2.5790,24.6649,0.7979,84.1763,83.3288,83.9022,0.0252,49.5956,49.1112,-1.8724
2026-08-04 05:30:00,83.8894,48.8908,2.3270,25.1083,0.7953,85.6669,84.2037,84.5867,-1.7775,47.9729,49.0166,0.9179
2026-08-04 05:40:00,85.3729,49.6243,2.5833,25.2280,0.8118,83.7814,83.5878,84.2474,1.5914,47.5885,48.7117,2.0358
2026-08-04 05:50:00,84.2845,51.0962,2.4293,25.0300,0.7835,84.7495,84.5174,84.5171,-0.4649,48.2188,49.9510,2.8774
2026-08-04 06:00:00,84.6601,49.4293,2.4694,25.2427,0.7904,84.8716,84.8541,84.7953,-0.2115,49.8139,49.8084,-0.3846
2026-08-04 06:10:00,84.4725,50.4931,2.4085,24.4720,0.7860,84.7406,86.3058,85.1730,-0.2681,50.7810,50.6600,-0.2879
2026-08-04 06:20:00,85.1434,50.6282,2.7572,24.8092,0.8028,86.0950,84.6382,85.2922,-0.9515,50.5114,50.3744,0.1168
2026-08-04 06:30:00,85.0732,51.7680,2.3885,25.2328,0.8001,85.7963,85.0772,85.3156,-0.7230,51.0880,51.2599,0.6800
2026-08-04 06:40:00,84.9796,50.5332,2.5582,25.2469,0.7994,85.9776,85.1662,85.3745,-0.9980,52.1618,50.8765,-1.6285
2026-08-04 06:50:00,85.4559,52.9662,2.5827,24.8649,0.7936,85.9845,85.0174,85.4859,-0.5286,51.7564,51.5236,1.2098
2026-08-04 07:00:00,86.1074,50.5043,2.4093,25.0761,0.8256,85.7797,86.0453,85.9775,0.3277,50.6410,50.2472,-0.1368
2026-08-04 07:10:00,86.2871,52.3302,2.5763,24.9229,0.8098,86.3268,85.5765,86.0635,-0.0397,51.3952,51.3812,0.9350
2026-08-04 07:20:00,85.8037,53.7329,2.3158,24.9105,0.8171,87.1351,85.9544,86.2977,-1.3313,53.2632,52.5646,0.4697
2026-08-04 07:30:00,86.1684,53.1454,2.4138,24.5314,0.8131,86.5672,85.5544,86.0967,-0.3987,52.4839,51.5206,0.6615
2026-08-04 07:40:00,86.3014,52.5486,2.5741,24.8500,0.7993,87.2721,86.5330,86.7022,-0.9706,53.4885,52.1948,-0.9399
2026-08-04 07:50:00,87.1088,53.3236,2.5465,25.0382,0.8173,86.9754,86.2819,86.7887,0.1334,52.9920,52.2162,0.3316
2026-08-04 08:00:00,86.9593,52.1885,2.5201,24.6938,0.8246,87.0282,87.4320,87.1398,-0.0689,53.4365,52.1342,-1.2480
2026-08-04 08:10:00,86.2687,53.4049,2.3885,25.3607,0.7982,86.2435,87.0157,86.5093,0.0253,54.3438,52.9003,-0.9389
2026-08-04 08:20:00,86.7024,52.1063,2.4572,25.0377,0.8184,86.2982,87.3751,86.7919,0.4042,54.0207,52.6078,-1.9144
2026-08-04 08:30:00,86.1016,52.1247,2.5251,25.0015,0.8057,86.4513,86.3138,86.2889,-0.3497,54.5187,51.7864,-2.3940
2026-08-04 08:40:00,86.1909,51.6475,2.5192,24.9181,0.8171,86.5785,86.9234,86.5643,-0.3877,52.8394,51.9681,-1.1919
2026-08-04 08:50:00,87.8819,52.2593,2.5855,25.0487,0.8442,87.1620,87.2998,87.4479,0.7198,53.2805,51.9740,-1.0212
2026-08-04 09:00:00,87.0684,52.9556,2.4865,24.8272,0.8066,87.2050,87.3158,87.1964,-0.1367,51.0009,51.1347,1.9546
2026-08-04 09:10:00,87.3679,51.7113,2.5055,25.2738,0.8293,87.1922,86.4519,87.0040,0.1757,52.4026,50.9696,-0.6912
2026-08-04 09:20:00,86.3212,51.0973,2.5549,25.0157,0.8086,87.4311,87.1594,86.9706,-1.1099,52.6623,50.9860,-1.5651
2026-08-04 09:30:00,87.6490,52.4136,2.5912,25.1464,0.8375,87.1349,86.3058,87.0299,0.5140,51.0211,51.1137,1.3925
2026-08-04 09:40:00,86.3642,51.9243,2.5500,25.5347,0.8226,86.2335,87.6231,86.7403,0.1307,50.7875,51.3133,1.1368
2026-08-04 09:50:00,87.5667,51.4729,2.6073,25.1300,0.8340,87.8219,87.0680,87.4855,-0.2553,50.4682,50.7796,1.0047
2026-08-04 10:00:00,87.3065,50.8896,2.3914,25.3241,0.8388,86.6399,86.4672,86.8045,0.6666,51.5356,51.2671,-0.6460
2026-08-04 10:10:00,87.4232,48.5621,2.4790,25.0171,0.8557,87.1358,86.7007,87.0866,0.2873,50.1296,49.7780,-1.5675
2026-08-04 10:20:00,86.9059,50.5680,2.6457,25.3741,0.8192,86.2869,86.2367,86.4765,0.6191,49.9469,50.0308,0.6210
2026-08-04 10:30:00,86.7121,49.4440,2.5246,25.2721,0.8212,85.8080,86.3004,86.2735,0.9040,49.9179,50.3485,-0.4739
2026-08-04 10:40:00,87.0409,48.3664,2.5994,24.5943,0.8514,86.6959,86.9472,86.8947,0.3450,47.3546,48.7251,1.0118
2026-08-04 10:50:00,87.0912,48.4464,2.4955,24.9376,0.8293,86.3548,85.8304,86.4255,0.7364,48.8998,49.4633,-0.4533
2026-08-04 11:00:00,85.8101,48.2255,2.4986,25.1335,0.8271,86.3795,86.7408,86.3101,-0.5694,48.6311,49.2262,-0.4056
2026-08-04 11:10:00,86.0284,47.9250,2.5742,24.9933,0.8266,85.5793,85.2658,85.6245,0.4491,47.9922,48.4143,-0.0672
2026-08-04 11:20:00,86.6738,46.8001,2.5811,24.8006,0.8349,85.3090,85.4173,85.8000,1.3648,47.8838,48.1220,-1.0837
2026-08-04 11:30:00,85.9108,48.2615,2.3449,25.3278,0.8093,85.5175,85.1443,85.5242,0.3933,46.3043,47.6051,1.9572
2026-08-04 11:40:00,85.1451,47.1512,2.4629,24.4628,0.7912,85.5227,86.0786,85.5821,-0.3776,47.4266,48.7530,-0.2754
2026-08-04 11:50:00,85.1553,47.2780,2.4979,24.7655,0.8089,85.7665,85.9564,85.6261,-0.6113,47.3883,48.6968,-0.1103
2026-08-04 12:00:00,85.2287,47.2614,2.6502,24.7855,0.8259,84.6873,85.2143,85.0435,0.5414,45.5565,47.6814,1.7049
2026-08-04 12:10:00,85.4885,46.2754,2.4717,24.9335,0.8164,84.4761,85.1931,85.0525,1.0124,48.2560,48.0269,-1.9806
2026-08-04 12:20:00,84.7678,47.2800,2.4604,25.0835,0.8009,85.0345,84.9647,84.9224,-0.2667,45.9011,47.1873,1.3789
2026-08-04 12:30:00,83.4134,46.9002,2.5831,24.7810,0.7830,84.3258,84.4082,84.0491,-0.9124,48.8643,48.3488,-1.9641
2026-08-04 12:40:00,83.6398,46.6860,2.5075,24.8280,0.7924,84.1172,84.3587,84.0386,-0.4774,46.6625,47.7554,0.0235
2026-08-04 12:50:00,84.5115,48.2753,2.6408,24.6062,0.7874,83.8566,84.4807,84.2830,0.6549,46.5402,48.0651,1.7351
2026-08-04 13:00:00,84.3422,48.7347,2.5693,25.0962,0.7873,84.1654,84.8863,84.4646,0.1768,48.1492,49.2267,0.5856
2026-08-04 13:10:00,84.3282,47.9113,2.5634,24.8861,0.8021,84.6134,84.9317,84.6244,-0.2852,48.3544,48.8734,-0.4431
2026-08-04 13:20:00,84.4083,47.8083,2.6446,25.0392,0.7991,83.6274,83.4134,83.8164,0.7809,49.3510,49.1743,-1.5426
2026-08-04 13:30:00,83.4012,49.1320,2.4663,24.4886,0.7768,83.0109,83.9718,83.4613,0.3903,49.7687,49.4412,-0.6368
2026-08-04 13:40:00,83.8634,48.7116,2.4980,24.7366,0.7930,84.2590,83.8106,83.9777,-0.3956,49.2804,49.4908,-0.5688
2026-08-04 13:50:00,83.2374,50.6543,2.4482,24.5283,0.7624,83.7758,83.3923,83.4685,-0.5384,49.2978,49.9125,1.3565
2026-08-04 14:00:00,83.3584,50.8747,2.6526,24.7092,0.7821,83.4601,82.8563,83.2249,-0.1017,50.0038,50.8474,0.8709
2026-08-04 14:10:00,82.8183,50.2086,2.3394,24.9650,0.7683,84.2549,82.8945,83.3226,-1.4365,50.7711,50.4168,-0.5625
2026-08-04 14:20:00,84.2377,50.9166,2.4949,25.2540,0.7907,83.6552,83.5486,83.8138,0.5824,49.2112,50.1993,1.7054
2026-08-04 14:30:00,83.3176,50.5563,2.5290,24.4492,0.7756,83.4630,83.6671,83.4826,-0.1454,51.3371,50.3653,-0.7807
2026-08-04 14:40:00,82.2977,52.2530,2.5405,25.1480,0.7695,82.2645,84.0221,82.8615,0.0332,50.6983,51.2312,1.5546
2026-08-04 14:50:00,83.0010,51.5498,2.3491,24.7983,0.7700,83.2079,83.5442,83.2510,-0.2069,50.9467,51.0562,0.6030
2026-08-04 15:00:00,83.0331,52.6276,2.5513,24.8586,0.7651,83.2381,83.4236,83.2316,-0.2050,53.0304,51.6957,-0.4028
2026-08-04 15:10:00,82.4244,53.4094,2.3714,25.3101,0.7420,82.6852,82.9681,82.6926,-0.2608,50.9602,51.1655,2.4492
2026-08-04 15:20:00,82.1938,53.1335,2.4988,25.0043,0.7479,82.9988,82.7590,82.6505,-0.8050,53.1451,51.5639,-0.0117
2026-08-04 15:30:00,82.3468,53.8582,2.5267,24.3926,0.7518,82.2356,83.6578,82.7468,0.1112,53.3341,53.0266,0.5241
2026-08-04 15:40:00,82.9711,51.9242,2.4459,24.8447,0.7676,82.1524,83.0277,82.7171,0.8188,51.9601,51.1409,-0.0359
2026-08-04 15:50:00,83.8789,53.7765,2.5730,25.1909,0.7692,83.0964,82.2819,83.0857,0.7825,51.9107,51.9337,1.8658
2026-08-04 16:00:00,82.7080,53.5518,2.4950,24.9107,0.7489,83.4128,83.4595,83.1934,-0.7047,52.2701,51.7833,1.2817
2026-08-04 16:10:00,83.2676,53.2311,2.5308,24.9693,0.7714,83.2001,82.4891,82.9856,0.0675,54.0698,52.7276,-0.8386
2026-08-04 16:20:00,82.7794,53.0406,2.6301,24.9087,0.7653,83.9170,83.4020,83.3661,-1.1376,54.6888,52.7714,-1.6482
2026-08-04 16:30:00,83.6368,52.6380,2.4953,24.8307,0.7605,83.0183,83.2904,83.3152,0.6185,53.5404,52.1574,-0.9024
2026-08-04 16:40:00,83.7989,54.2944,2.6683,24.7262,0.7761,82.9921,83.6018,83.4643,0.8068,51.6732,51.8071,2.6212
2026-08-04 16:50:00,84.1648,52.0165,2.3921,24.7937,0.7720,83.9206,84.1872,84.0909,0.2442,52.4405,51.7945,-0.4240
2026-08-04 17:00:00,83.7134,52.0404,2.6784,24.9466,0.7853,83.4928,83.7044,83.6368,0.2206,51.6935,51.2646,0.3469
2026-08-04 17:10:00,84.2745,52.4316,2.4421,24.9498,0.7937,83.3955,82.6153,83.4284,0.8790,51.5986,51.5264,0.8330
2026-08-04 17:20:00,84.3574,50.7350,2.5071,24.8900,0.7725,83.9846,84.3723,84.2381,0.3728,51.6040,50.3258,-0.8689
2026-08-04 17:30:00,85.3453,50.3535,2.5373,25.2505,0.8083,84.1998,83.2466,84.2639,1.1455,52.4379,50.5805,-2.0844
2026-08-04 17:40:00,85.1388,51.6652,2.3779,24.6291,0.7932,84.9422,84.0171,84.6994,0.1966,51.2232,50.8122,0.4420
2026-08-04 17:50:00,85.2185,49.8837,2.4279,24.6903,0.7930,85.1847,84.3035,84.9022,0.0338,50.0157,49.4651,-0.1320
2026-08-04 18:00:00,84.8648,49.3433,2.3989,24.7678,0.8012,84.2452,84.4996,84.5365,0.6196,51.1001,49.9818,-1.7567
2026-08-04 18:10:00,84.6423,50.4526,2.4912,24.9476,0.7985,84.9568,84.8606,84.8199,-0.3145,48.7432,49.4801,1.7094
2026-08-04 18:20:00,86.2785,48.3913,2.5069,25.5226,0.8309,85.3195,84.5992,85.3991,0.9590,49.1098,49.0743,-0.7184
2026-08-04 18:30:00,85.6862,49.8700,2.5118,24.8287,0.8097,85.6076,85.3427,85.5455,0.0786,49.0245,49.2954,0.8455
2026-08-04 18:40:00,86.2226,48.2905,2.5245,24.7970,0.8164,85.7663,84.7141,85.5677,0.4562,47.9211,49.1898,0.3694
2026-08-04 18:50:00,86.2583,48.5071,2.3927,25.0662,0.8226,85.4629,85.4728,85.7313,0.7954,47.3553,48.0000,1.1519
2026-08-04 19:00:00,86.1485,48.0080,2.5252,25.2309,0.8283,86.5876,86.2738,86.3366,-0.4391,48.2205,48.7903,-0.2125
2026-08-04 19:10:00,86.2594,46.3929,2.5920,25.1756,0.8131,86.7748,85.6312,86.2218,-0.5153,47.7793,48.0144,-1.3864
2026-08-04 19:20:00,86.1996,49.3177,2.4739,24.9027,0.8202,85.7230,86.1459,86.0228,0.4767,46.9630,48.9105,2.3547
2026-08-04 19:30:00,85.8927,46.7586,2.3995,24.8404,0.8052,85.0630,85.9861,85.6473,0.8298,46.1731,48.1641,0.5855
2026-08-04 19:40:00,86.3526,47.6691,2.5309,24.6812,0.8231,86.7845,86.6233,86.5868,-0.4320,47.9215,48.3332,-0.2524
2026-08-04 19:50:00,86.9304,46.5418,2.6011,25.2940,0.8256,86.6701,85.8665,86.4890,0.2603,47.7645,47.7636,-1.2228
2026-08-04 20:00:00,86.8933,47.5910,2.5067,25.2585,0.8386,87.4216,85.9813,86.7654,-0.5283,46.7185,47.5273,0.8725
2026-08-04 20:10:00,86.6643,46.0761,2.3613,24.5334,0.8320,86.8590,86.8773,86.8002,-0.1947,47.8015,48.2425,-1.7255
2026-08-04 20:20:00,86.3151,46.5081,2.5193,25.0626,0.8440,86.6686,87.1159,86.6999,-0.3536,46.9114,47.9138,-0.4032
2026-08-04 20:30:00,87.1260,47.2105,2.4024,25.0830,0.8467,86.9329,85.4312,86.4967,0.1931,46.9609,48.2607,0.2496
2026-08-04 20:40:00,86.4797,48.2547,2.4387,24.9041,0.8295,86.4712,87.3353,86.7621,0.0085,48.2398,48.5015,0.0149
2026-08-04 20:50:00,86.8996,49.1346,2.6099,24.5159,0.8428,85.2591,87.2392,86.4660,1.6405,46.7165,48.7550,2.4181
2026-08-04 21:00:00,87.1234,47.9858,2.5586,24.8512,0.8319,87.4577,86.9725,87.1845,-0.3342,47.1643,48.3299,0.8215
2026-08-04 21:10:00,86.8600,47.8970,2.5443,24.7389,0.8494,87.1119,86.0743,86.6821,-0.2519,48.0987,48.3862,-0.2017
2026-08-04 21:20:00,86.9559,48.3780,2.5678,25.1999,0.8364,87.9472,86.6376,87.1802,-0.9913,49.2662,49.6328,-0.8882
2026-08-04 21:30:00,87.1005,49.2190,2.5951,24.9053,0.8288,86.7426,87.1386,86.9939,0.3579,48.1247,48.8979,1.0942
2026-08-04 21:40:00,86.3615,48.4365,2.4360,24.8149,0.8262,86.5437,87.2155,86.7069,-0.1823,50.4262,49.9957,-1.9897
2026-08-04 21:50:00,86.2821,49.3691,2.3729,25.0585,0.8237,86.9664,86.4072,86.5519,-0.6843,48.7039,49.6444,0.6652
2026-08-04 22:00:00,86.9305,49.3055,2.3716,24.9782,0.8298,86.1695,86.7253,86.6084,0.7610,49.2207,49.3326,0.0848
2026-08-04 22:10:00,86.4243,50.6110,2.5090,25.3766,0.8215,87.1345,86.1508,86.5699,-0.7101,50.1215,50.1324,0.4896
2026-08-04 22:20:00,86.8940,50.9797,2.6575,24.7204,0.8184,86.8089,86.6672,86.7900,0.0851,49.6367,50.3175,1.3430
2026-08-04 22:30:00,86.1666,51.5085,2.3300,24.9120,0.8145,86.6167,86.9878,86.5904,-0.4502,50.5809,50.8307,0.9276
2026-08-04 22:40:00,86.2508,52.0866,2.3462,24.2187,0.8250,86.1299,85.6804,86.0204,0.1209,51.0194,50.8798,1.0672
2026-08-04 22:50:00,86.3317,52.2201,2.4583,25.2787,0.8012,85.1103,86.4880,85.9767,1.2214,51.2936,50.6029,0.9264
2026-08-04 23:00:00,86.3047,50.7626,2.4888,25.2301,0.8199,86.2474,86.0485,86.2002,0.0573,51.9611,51.0605,-1.1984
2026-08-04 23:10:00,85.5229,51.4754,2.5788,25.5555,0.8184,84.6868,86.7728,85.6609,0.8361,51.6139,51.5699,-0.1385
2026-08-04 23:20:00,85.1648,51.6955,2.4950,24.8795,0.7939,86.3168,86.6183,86.0333,-1.1520,51.6250,51.5989,0.0705
2026-08-04 23:30:00,84.9023,52.2881,2.7533,25.1109,0.7851,85.8160,86.1980,85.6388,-0.9137,52.8680,52.1028,-0.5798
2026-08-04 23:40:00,84.9147,52.3747,2.4110,24.7508,0.7920,84.9858,85.8294,85.2433,-0.0711,53.2778,51.5174,-0.9031
2026-08-04 23:50:00,84.8593,52.5660,2.4781,24.9506,0.7992,85.8372,85.1134,85.2700,-0.9779,53.4511,52.4182,-0.8852
2026-08-05 00:00:00,85.6048,53.1639,2.4946,24.5789,0.7954,84.4273,85.9174,85.3165,1.1774,52.7633,51.9498,0.4006
2026-08-05 00:10:00,84.5170,51.8461,2.5713,25.1506,0.7966,84.1239,85.8337,84.8249,0.3931,52.8995,51.8151,-1.0534
2026-08-05 00:20:00,83.3349,53.2259,2.4926,24.9338,0.7644,84.5276,84.2939,84.0521,-1.1927,51.9629,51.7376,1.2631
2026-08-05 00:30:00,85.1381,53.6571,2.5230,24.8534,0.8117,84.9932,85.1230,85.0847,0.1449,51.8318,51.9063,1.8253
2026-08-05 00:40:00,83.6970,54.2634,2.4159,24.8180,0.7612,84.2973,84.9879,84.3274,-0.6002,52.7741,52.3585,1.4893
2026-08-05 00:50:00,84.5143,51.1662,2.5748,25.0404,0.7822,84.3818,84.5390,84.4784,0.1325,50.4990,50.9675,0.6672
2026-08-05 01:00:00,84.6044,51.0765,2.4244,25.4061,0.7975,84.3492,84.5339,84.4958,0.2552,52.6792,50.9325,-1.6028
2026-08-05 01:10:00,83.5705,52.6242,2.5656,25.0852,0.7642,84.4946,83.6715,83.9122,-0.9241,53.3060,51.7591,-0.6818
2026-08-05 01:20:00,83.2787,51.5241,2.5213,25.0291,0.7564,84.0636,84.4897,83.9440,-0.7850,51.7614,50.6313,-0.2373
2026-08-05 01:30:00,83.4801,50.2418,2.3068,24.8355,0.7927,83.6732,83.7163,83.6232,-0.1930,52.0680,50.9533,-1.8263
2026-08-05 01:40:00,82.7350,52.2717,2.5198,25.2720,0.7533,82.6082,83.6560,82.9997,0.1268,50.2662,51.1973,2.0055
2026-08-05 01:50:00,82.6532,50.4128,2.5599,25.1275,0.7585,82.5779,82.8323,82.6878,0.0753,50.1707,49.7715,0.2422
2026-08-05 02:00:00,83.2302,49.3900,2.3707,24.5732,0.7594,83.3335,83.1010,83.2216,-0.1033,50.4122,49.9108,-1.0222
2026-08-05 02:10:00,83.0857,50.1263,2.3527,25.1958,0.7748,83.1691,82.9577,83.0708,-0.0833,50.0316,50.1872,0.0946
2026-08-05 02:20:00,82.4206,49.7114,2.6739,24.9805,0.7752,83.4249,83.3997,83.0817,-1.0043,49.0478,49.4841,0.6636
2026-08-05 02:30:00,82.5777,49.6065,2.4255,25.5286,0.7692,83.3176,82.5256,82.8070,-0.7399,49.7559,49.7214,-0.1494
2026-08-05 02:40:00,82.7483,47.9753,2.3759,25.0030,0.7706,82.4113,83.3780,82.8459,0.3370,50.5547,49.0828,-2.5795
2026-08-05 02:50:00,82.9510,49.5004,2.4223,25.1319,0.7747,83.3595,83.9845,83.4317,-0.4085,47.0681,48.9134,2.4322
2026-08-05 03:00:00,82.7495,47.8469,2.5045,24.9118,0.7618,82.4980,84.0932,83.1136,0.2515,47.0685,48.6731,0.7784
2026-08-05 03:10:00,82.4901,47.6962,2.6968,25.2385,0.7549,82.8315,82.9947,82.7721,-0.3414,48.7031,48.8140,-1.0069
2026-08-05 03:20:00,82.9510,48.7779,2.6580,25.2096,0.7667,81.6820,82.3605,82.3311,1.2690,46.3849,48.3692,2.3930
2026-08-05 03:30:00,83.5371,48.8090,2.6274,24.7871,0.7842,83.2315,82.2279,82.9988,0.3056,46.7030,48.3748,2.1060
2026-08-05 03:40:00,84.1856,47.4114,2.3685,24.8725,0.8000,82.9426,82.8523,83.3268,1.2430,47.8140,48.8289,-0.4026
2026-08-05 03:50:00,83.7955,46.7855,2.4835,24.9073,0.8021,82.9262,82.1064,82.9427,0.8693,47.4882,48.2500,-0.7027
2026-08-05 04:00:00,83.0653,48.4825,2.4458,25.4253,0.7621,83.3256,82.7163,83.0357,-0.2603,46.9672,48.7117,1.5153
2026-08-05 04:10:00,83.0768,46.4673,2.4777,26.1279,0.7838,83.3395,83.4048,83.2737,-0.2627,45.6271,47.6411,0.8402
2026-08-05 04:20:00,83.8236,45.6751,2.7404,25.0009,0.7842,83.5185,82.8135,83.3852,0.3051,45.7374,47.0557,-0.0622
2026-08-05 04:30:00,83.4720,45.9687,2.4220,24.6901,0.7856,83.7918,83.4324,83.5654,-0.3197,47.0761,47.1341,-1.1074
2026-08-05 04:40:00,83.7004,46.5316,2.3282,25.2633,0.7776,83.6328,83.2243,83.5192,0.0675,46.4655,48.0317,0.0661
2026-08-05 04:50:00,83.5526,47.1939,2.4265,25.0528,0.7851,83.3635,83.1245,83.3469,0.1891,47.3689,47.9925,-0.1749
2026-08-05 05:00:00,84.8623,47.4584,2.5334,24.9727,0.8027,84.3025,84.0045,84.3898,0.5598,48.0687,48.6740,-0.6103
2026-08-05 05:10:00,83.3476,48.5263,2.4753,24.8461,0.8142,83.2632,83.8076,83.4728,0.0844,47.7417,48.7314,0.7846
2026-08-05 05:20:00,83.8090,48.6800,2.3876,25.0851,0.7877,84.0327,83.9637,83.9351,-0.2237,49.4410,49.5471,-0.7610
2026-08-05 05:30:00,84.5689,49.1916,2.5040,25.1656,0.7899,85.4213,84.2487,84.7463,-0.8524,50.7611,50.6493,-1.5695
2026-08-05 05:40:00,84.4008,49.4152,2.5366,25.2801,0.7941,85.0858,83.4364,84.3077,-0.6850,48.3640,49.2024,1.0512
2026-08-05 05:50:00,84.4924,48.2229,2.5884,24.6679,0.7910,85.0301,85.0946,84.8723,-0.5378,48.7711,48.6870,-0.5483
2026-08-05 06:00:00,84.5934,50.8918,2.6171,25.1010,0.7937,84.1663,84.8852,84.5483,0.4270,50.2370,50.4259,0.6548
2026-08-05 06:10:00,85.2752,49.5662,2.6168,24.5922,0.8053,85.2288,85.3962,85.3001,0.0465,50.8429,50.4781,-1.2767
2026-08-05 06:20:00,85.1962,52.6356,2.6088,24.8942,0.7922,85.5545,84.7663,85.1723,-0.3583,49.3696,50.6932,3.2660
2026-08-05 06:30:00,84.3815,51.4347,2.5638,24.9202,0.7979,85.7733,84.6648,84.9399,-1.3919,50.8119,50.5930,0.6229
2026-08-05 06:40:00,85.5225,52.4170,2.5625,24.7847,0.8028,85.1398,85.1049,85.2557,0.3827,52.3794,52.3629,0.0376
2026-08-05 06:50:00,86.7347,52.0482,2.5184,25.3058,0.8209,84.9711,86.4271,86.0443,1.7636,50.5498,51.2283,1.4984
2026-08-05 07:00:00,86.3799,53.6092,2.5863,24.8236,0.8207,85.6636,85.1953,85.7463,0.7163,50.3611,51.2863,3.2481
2026-08-05 07:10:00,85.3028,53.5293,2.3429,24.8860,0.7906,86.0859,85.4116,85.6001,-0.7830,53.0291,52.2351,0.5002
2026-08-05 07:20:00,86.2767,52.0779,2.5550,25.4192,0.8399,85.6766,85.9318,85.9617,0.6001,50.8544,51.1814,1.2235
