timestamp,mdot_kg_s,T_entrada_C,T_vapor_C,T_saida_C,Q_W
2026-08-02 15:58:00,7.827,62.146,143.157,124.636,2044511.67
2026-08-02 15:59:00,2.174,41.771,124.214,252.582,1915904.66
2026-08-02 16:00:00,3.108,68.808,149.602,216.615,1920056.07
2026-08-02 16:01:00,6.027,30.504,143.887,147.179,2939629.14
2026-08-02 16:02:00,6.548,61.161,145.278,140.276,2165330.24
2026-08-02 16:03:00,3.600,42.684,142.550,203.848,2425175.23
2026-08-02 16:04:00,6.422,67.648,145.638,140.997,1969096.31
2026-08-02 16:05:00,6.591,64.442,138.265,132.824,1883965.74
2026-08-02 16:06:00,6.816,65.246,120.394,109.039,1247762.81
2026-08-02 16:07:00,6.524,40.075,133.903,125.057,2317331.06
2026-08-02 16:08:00,2.196,61.857,127.450,221.603,1466340.15
2026-08-02 16:09:00,7.354,43.306,129.337,115.392,2215857.23
2026-08-02 16:10:00,5.377,47.888,128.267,136.165,1983985.04
2026-08-02 16:11:00,4.586,66.173,138.938,153.764,1679166.63
2026-08-02 16:12:00,2.147,58.818,143.639,271.709,1910224.70
2026-08-02 16:13:00,5.545,55.623,146.084,152.917,2255022.79
2026-08-02 16:14:00,2.977,35.159,146.221,256.906,2758981.79
2026-08-02 16:15:00,5.286,51.531,120.606,126.076,1647118.27
2026-08-02 16:16:00,3.135,34.941,142.626,238.399,2666429.01
2026-08-02 16:17:00,6.127,33.001,147.900,150.261,3003366.41
2026-08-02 16:18:00,2.533,67.863,143.210,235.175,1771535.73
2026-08-02 16:19:00,5.602,53.696,123.495,124.186,1650695.82
2026-08-02 16:20:00,5.863,30.246,148.723,156.400,3091608.05
2026-08-02 16:21:00,4.371,48.761,135.064,167.790,2174977.91
2026-08-02 16:22:00,7.503,41.470,137.225,119.413,2444484.35
2026-08-02 16:23:00,5.159,36.156,128.489,142.404,2291312.22
2026-08-02 16:24:00,6.503,62.765,145.399,139.199,2077697.26
2026-08-02 16:25:00,4.667,36.144,146.312,177.143,2750663.15
2026-08-02 16:26:00,6.750,36.654,144.477,134.207,2752582.39
2026-08-02 16:27:00,7.384,39.304,126.213,110.720,2204367.95
2026-08-02 16:28:00,4.478,58.498,123.816,139.977,1525114.58
2026-08-02 16:29:00,7.804,37.629,149.293,129.221,2987864.60
2026-08-02 16:30:00,2.919,42.854,146.170,246.239,2481393.48
2026-08-02 16:31:00,7.077,66.094,145.694,133.687,1999532.17
2026-08-02 16:32:00,5.155,52.606,143.397,160.396,2322657.02
2026-08-02 16:33:00,2.830,36.920,123.196,214.268,2098262.47
2026-08-02 16:34:00,5.752,64.396,135.441,135.964,1720724.46
2026-08-02 16:35:00,2.788,50.486,123.462,195.939,1695019.25
2026-08-02 16:36:00,7.325,63.369,132.679,118.106,1675937.27
2026-08-02 16:37:00,6.896,33.150,124.847,114.949,2357855.73
2026-08-02 16:38:00,5.926,36.473,134.384,140.095,2566741.10
2026-08-02 16:39:00,3.398,33.673,140.149,223.831,2700871.03
2026-08-02 16:40:00,7.777,49.249,145.231,125.847,2489978.30
2026-08-02 16:41:00,7.119,45.495,122.419,110.447,1932787.85
2026-08-02 16:42:00,6.291,46.640,146.762,143.262,2540898.52
2026-08-02 16:43:00,4.192,44.662,125.690,154.992,1933371.47
2026-08-02 16:44:00,4.905,46.966,148.304,171.196,2547077.10
2026-08-02 16:45:00,4.028,45.249,134.454,175.887,2199758.35
2026-08-02 16:46:00,7.096,36.386,121.704,110.293,2192274.39
2026-08-02 16:47:00,3.853,52.763,143.727,191.082,2227866.59
2026-08-02 16:48:00,3.430,64.767,121.416,153.452,1271466.93
2026-08-02 16:49:00,3.286,69.763,138.823,180.919,1526807.95
2026-08-02 16:50:00,4.407,34.692,143.907,185.263,2773687.17
2026-08-02 16:51:00,5.738,46.449,133.887,136.939,2170314.22
2026-08-02 16:52:00,6.990,39.644,140.435,127.114,2555672.37
2026-08-02 16:53:00,7.548,52.676,137.176,121.370,2167416.65
2026-08-02 16:54:00,2.481,44.415,122.109,222.907,1850709.85
2026-08-02 16:55:00,2.283,65.110,140.803,247.090,1736719.17
2026-08-02 16:56:00,4.176,67.408,148.580,182.016,2000747.40
2026-08-02 16:57:00,6.861,43.003,130.285,119.759,2201139.61
2026-08-02 16:58:00,7.444,44.257,123.785,110.914,2074231.56
2026-08-02 16:59:00,3.011,51.399,127.690,189.487,1737809.95
2026-08-02 17:00:00,3.715,55.421,139.066,185.400,2018166.09
2026-08-02 17:01:00,7.412,60.098,149.503,135.004,2320667.12
2026-08-02 17:02:00,5.455,34.003,144.352,158.478,2838213.86
2026-08-02 17:03:00,4.446,32.044,143.432,187.953,2897576.95
2026-08-02 17:04:00,3.461,57.129,130.810,172.573,1670222.91
2026-08-02 17:05:00,2.677,49.147,138.301,238.485,2118951.88
2026-08-02 17:06:00,2.651,56.910,132.125,213.554,1735596.27
2026-08-02 17:07:00,6.044,42.064,121.762,120.259,1975661.30
2026-08-02 17:08:00,6.322,36.887,134.741,129.221,2440217.97
2026-08-02 17:09:00,4.194,34.450,136.437,179.330,2539944.75
2026-08-02 17:10:00,5.636,61.453,145.428,149.740,2079893.95
2026-08-02 17:11:00,2.936,46.121,142.894,238.106,2356292.32
2026-08-02 17:12:00,2.126,33.315,133.625,307.190,2433521.95
2026-08-02 17:13:00,2.599,39.871,134.927,250.022,2283010.75
2026-08-02 17:14:00,2.635,64.461,143.778,234.104,1868617.05
2026-08-02 17:15:00,7.909,49.262,128.672,111.322,2051610.10
2026-08-02 17:16:00,3.416,64.134,130.798,174.285,1572872.12
2026-08-02 17:17:00,2.805,67.813,147.109,219.656,1780179.83
2026-08-02 17:18:00,6.772,32.678,142.807,135.703,2916444.50
2026-08-02 17:19:00,4.200,67.729,148.299,180.586,1981294.12
2026-08-02 17:20:00,3.238,44.843,146.366,228.185,2481178.08
2026-08-02 17:21:00,3.322,57.931,142.874,203.694,2024211.53
2026-08-02 17:22:00,2.834,46.125,127.842,205.614,1889472.86
2026-08-02 17:23:00,2.479,54.585,135.630,230.578,1824000.53
2026-08-02 17:24:00,6.081,56.791,132.501,131.269,1893080.40
2026-08-02 17:25:00,4.640,35.319,131.708,161.483,2446906.51
2026-08-02 17:26:00,2.891,47.245,143.375,239.357,2321269.29
2026-08-02 17:27:00,6.755,38.264,131.626,123.989,2420420.81
2026-08-02 17:28:00,2.115,34.772,124.431,276.887,2140213.20
2026-08-02 17:29:00,4.584,53.678,130.457,147.582,1799234.72
2026-08-02 17:30:00,2.764,57.211,144.216,237.209,2079495.22
2026-08-02 17:31:00,2.167,40.303,135.233,286.962,2233874.24
2026-08-02 17:32:00,5.304,30.293,120.379,132.896,2274772.95
2026-08-02 17:33:00,2.933,68.830,138.693,200.634,1615682.20
2026-08-02 17:34:00,2.411,48.994,125.246,226.072,1784664.95
2026-08-02 17:35:00,4.873,56.073,123.232,132.109,1548670.18
2026-08-02 17:36:00,7.062,33.009,129.131,118.882,2534844.05
2026-08-02 17:37:00,4.914,54.809,143.106,160.668,2174310.66
2026-08-02 17:38:00,2.478,60.504,121.502,190.495,1346407.73
2026-08-02 17:39:00,3.826,31.896,126.216,172.548,2249496.18
2026-08-02 17:40:00,4.677,50.943,126.082,143.618,1811620.23
2026-08-02 17:41:00,3.687,35.681,144.683,212.381,2723203.34
2026-08-02 17:42:00,4.025,35.877,127.505,169.806,2253413.68
2026-08-02 17:43:00,5.001,54.592,137.380,150.957,2014434.11
2026-08-02 17:44:00,7.655,54.770,123.788,106.759,1663490.92
2026-08-02 17:45:00,6.829,52.151,143.730,135.076,2367142.71
2026-08-02 17:46:00,3.226,50.407,127.823,181.776,1771616.98
2026-08-02 17:47:00,6.712,48.800,133.835,126.461,2178749.85
2026-08-02 17:48:00,4.367,49.249,129.958,160.037,2022449.28
2026-08-02 17:49:00,6.894,43.378,139.724,132.771,2576141.01
2026-08-02 17:50:00,5.703,40.293,127.753,130.580,2152165.06
2026-08-02 17:51:00,6.074,40.626,120.013,119.068,1991551.72
2026-08-02 17:52:00,4.173,66.324,135.765,159.409,1623552.42
2026-08-02 17:53:00,6.279,40.668,149.247,150.286,2877114.96
2026-08-02 17:54:00,5.394,44.981,144.926,158.468,2558858.49
2026-08-02 17:55:00,5.711,50.163,149.788,156.107,2529285.48
2026-08-02 17:56:00,5.282,59.708,133.342,139.374,1759023.18
2026-08-02 17:57:00,2.335,61.084,137.034,238.856,1734920.20
2026-08-02 17:58:00,4.845,58.867,143.930,161.352,2075751.10
2026-08-02 17:59:00,2.308,42.121,130.119,256.520,2067985.39
2026-08-02 18:00:00,3.011,36.524,123.387,201.804,2080216.08
2026-08-02 18:01:00,4.854,62.681,125.065,133.790,1442655.10
2026-08-02 18:02:00,4.437,64.979,148.876,174.501,2031282.37
2026-08-02 18:03:00,2.288,66.517,143.708,254.611,1798599.56
2026-08-02 18:04:00,2.823,64.334,128.667,189.161,1473167.24
2026-08-02 18:05:00,4.792,44.455,143.424,167.097,2456458.27
2026-08-02 18:06:00,7.806,36.140,141.148,120.509,2752844.34
2026-08-02 18:07:00,4.918,56.817,134.079,146.946,1852937.00
2026-08-02 18:08:00,6.635,55.977,120.683,114.657,1627532.88
2026-08-02 18:09:00,4.658,39.916,141.840,169.728,2527692.41
2026-08-02 18:10:00,3.150,54.809,128.713,186.787,1737954.48
2026-08-02 18:11:00,2.127,69.930,128.146,212.793,1270233.33
2026-08-02 18:12:00,4.253,36.741,135.782,174.210,2443833.45
2026-08-02 18:13:00,7.517,45.143,127.978,111.030,2070222.35
2026-08-02 18:14:00,3.949,45.642,141.492,188.574,2359328.43
2026-08-02 18:15:00,4.211,38.541,128.759,162.952,2189963.57
2026-08-02 18:16:00,6.156,61.523,144.202,142.149,2074782.69
2026-08-02 18:17:00,6.421,58.292,133.118,126.081,1819579.12
2026-08-02 18:18:00,5.650,38.679,135.496,143.110,2466484.74
2026-08-02 18:19:00,4.029,64.312,121.051,137.411,1231187.54
2026-08-02 18:20:00,7.672,47.032,120.612,103.408,1807795.25
2026-08-02 18:21:00,4.115,52.036,126.354,154.472,1761997.45
2026-08-02 18:22:00,3.752,57.396,130.437,169.571,1759309.74
2026-08-02 18:23:00,7.059,64.966,125.287,112.057,1389466.68
2026-08-02 18:24:00,7.611,39.073,135.072,118.633,2531210.72
2026-08-02 18:25:00,7.739,53.694,138.037,120.898,2174101.50
2026-08-02 18:26:00,5.199,56.863,144.098,153.705,2104686.13
2026-08-02 18:27:00,7.217,65.455,135.416,122.995,1735800.52
2026-08-02 18:28:00,3.102,60.892,131.018,183.997,1596364.21
2026-08-02 18:29:00,7.334,66.577,147.714,134.049,2068425.17
2026-08-02 18:30:00,6.549,33.009,133.072,128.266,2607682.10
2026-08-02 18:31:00,4.395,47.018,128.428,156.518,2011692.32
2026-08-02 18:32:00,3.471,42.253,122.279,172.646,1891905.22
2026-08-02 18:33:00,6.558,49.887,125.537,119.043,1895692.21
2026-08-02 18:34:00,4.584,62.432,140.733,164.418,1953943.41
2026-08-02 18:35:00,7.872,49.702,125.954,107.610,1905364.05
2026-08-02 18:36:00,7.128,31.406,130.948,117.738,2572121.85
2026-08-02 18:37:00,6.743,56.833,120.824,112.072,1556872.47
2026-08-02 18:38:00,4.003,30.412,131.343,173.040,2386394.10
2026-08-02 18:39:00,6.270,33.910,139.440,136.254,2682254.07
2026-08-02 18:40:00,6.536,59.109,126.581,120.035,1664406.95
2026-08-02 18:41:00,4.457,63.240,120.115,132.776,1295385.74
2026-08-02 18:42:00,2.568,42.725,145.002,272.064,2461304.83
2026-08-02 18:43:00,6.412,52.760,141.631,135.435,2215748.51
2026-08-02 18:44:00,3.767,51.887,149.781,205.656,2421118.08
2026-08-02 18:45:00,2.797,32.224,124.066,218.858,2181693.87
2026-08-02 18:46:00,2.256,51.794,140.325,265.091,2011494.33
2026-08-02 18:47:00,3.964,30.439,127.721,179.429,2468408.60
2026-08-02 18:48:00,5.060,62.799,135.068,144.219,1721984.47
2026-08-02 18:49:00,2.230,59.925,142.401,264.376,1906086.70
2026-08-02 18:50:00,5.380,41.348,125.050,130.827,2012380.79
2026-08-02 18:51:00,7.372,40.493,133.964,117.934,2386429.08
2026-08-02 18:52:00,5.588,37.605,128.073,136.810,2317037.29
2026-08-02 18:53:00,5.148,68.111,124.648,129.308,1316760.15
2026-08-02 18:54:00,3.394,63.832,141.685,194.209,1849434.18
2026-08-02 18:55:00,4.635,63.509,127.752,140.320,1488304.75
2026-08-02 18:56:00,5.603,48.649,135.884,141.969,2185759.99
2026-08-02 18:57:00,7.191,62.461,140.778,128.351,1980429.44
2026-08-02 18:58:00,7.291,53.663,133.291,117.701,1951673.49
2026-08-02 18:59:00,4.712,41.978,124.001,144.532,2019729.42
2026-08-02 19:00:00,3.102,47.217,120.366,180.733,1731203.41
2026-08-02 19:01:00,6.244,46.364,131.463,128.260,2137572.42
2026-08-02 19:02:00,7.703,44.073,149.715,130.113,2770503.78
2026-08-02 19:03:00,7.747,39.692,149.183,127.663,2848881.30
2026-08-02 19:04:00,7.974,45.930,133.449,113.697,2258737.70
2026-08-02 19:05:00,3.513,53.972,132.479,185.122,1926072.41
2026-08-02 19:06:00,7.022,37.847,139.385,129.800,2698803.64
2026-08-02 19:07:00,2.310,35.674,144.977,306.100,2611430.00
2026-08-02 19:08:00,2.090,57.609,137.347,265.982,1820582.43
2026-08-02 19:09:00,6.043,51.054,141.723,144.089,2349898.33
2026-08-02 19:10:00,2.719,44.087,120.720,202.904,1805220.36
2026-08-02 19:11:00,4.330,66.316,146.355,174.764,1962911.61
2026-08-02 19:12:00,2.075,48.453,136.167,276.190,1975005.87
2026-08-02 19:13:00,2.521,43.269,134.773,253.425,2214352.32
2026-08-02 19:14:00,3.252,38.650,126.482,193.636,2106742.41
2026-08-02 19:15:00,5.327,42.927,124.076,133.273,2011660.56
2026-08-02 19:16:00,3.992,40.950,131.044,171.868,2184376.21
2026-08-02 19:17:00,5.383,64.672,147.602,158.688,2115492.99
2026-08-02 19:18:00,5.894,65.680,136.776,134.641,1698955.10
2026-08-02 19:19:00,2.020,46.503,132.359,291.049,2065047.14
2026-08-02 19:20:00,7.086,40.438,124.175,112.015,2120124.64
2026-08-02 19:21:00,2.346,35.214,121.857,242.056,2028762.71
2026-08-02 19:22:00,7.238,58.645,138.189,123.738,1969459.73
2026-08-02 19:23:00,7.856,65.163,148.746,129.432,2110539.71
2026-08-02 19:24:00,7.421,46.445,133.438,117.787,2213061.94
2026-08-02 19:25:00,5.253,64.996,127.110,131.529,1460915.95
2026-08-02 19:26:00,6.618,39.901,131.303,124.950,2352738.92
2026-08-02 19:27:00,3.036,54.349,135.306,204.957,1911348.92
2026-08-02 19:28:00,7.623,33.244,142.610,124.408,2904688.73
2026-08-02 19:29:00,2.140,52.525,133.605,266.543,1914407.22
2026-08-02 19:30:00,5.309,55.547,147.798,162.017,2362672.81
2026-08-02 19:31:00,4.767,55.775,139.223,159.940,2075658.28
2026-08-02 19:32:00,6.781,61.151,123.618,114.315,1506983.60
2026-08-02 19:33:00,6.470,33.790,123.428,116.403,2234296.51
2026-08-02 19:34:00,3.981,41.142,136.545,183.505,2369044.28
2026-08-02 19:35:00,2.981,57.723,144.084,220.046,2022760.10
2026-08-02 19:36:00,6.766,53.683,135.999,128.208,2107596.84
2026-08-02 19:37:00,7.865,67.978,144.117,126.411,1920985.73
2026-08-02 19:38:00,2.587,61.367,122.410,189.327,1383827.99
2026-08-02 19:39:00,6.397,48.839,129.867,126.146,2067254.69
2026-08-02 19:40:00,5.094,51.350,121.442,130.967,1695321.85
2026-08-02 19:41:00,3.872,56.388,130.683,164.232,1745417.96
2026-08-02 19:42:00,2.087,30.409,137.063,310.312,2441406.16
2026-08-02 19:43:00,6.344,44.569,147.767,145.975,2689251.73
2026-08-02 19:44:00,2.792,34.876,133.805,239.499,2388222.41
2026-08-02 19:45:00,7.105,39.578,131.264,119.823,2383171.03
2026-08-02 19:46:00,3.588,63.180,140.386,187.306,1861380.76
2026-08-02 19:47:00,5.554,51.939,141.545,149.926,2274856.89
2026-08-02 19:48:00,3.705,64.418,125.134,154.069,1388578.71
2026-08-02 19:49:00,6.214,65.553,141.017,135.135,1807236.94
2026-08-02 19:50:00,2.703,62.238,136.190,217.298,1751890.17
2026-08-02 19:51:00,4.058,60.483,135.275,163.444,1746521.03
2026-08-02 19:52:00,5.054,36.644,149.440,172.061,2860654.03
2026-08-02 19:53:00,5.513,40.772,143.135,153.557,2598938.03
2026-08-02 19:54:00,5.477,58.163,144.446,152.274,2154754.12
2026-08-02 19:55:00,2.476,42.042,144.640,279.548,2458479.27
2026-08-02 19:56:00,2.203,45.006,139.428,285.037,2209989.61
2026-08-02 19:57:00,3.423,67.454,120.770,150.279,1185120.85
2026-08-02 19:58:00,2.226,58.235,131.054,231.823,1615354.82
2026-08-02 19:59:00,3.324,34.265,143.006,226.887,2676038.37
2026-08-02 20:00:00,2.356,58.848,125.393,204.690,1435985.65
2026-08-02 20:01:00,5.164,61.751,148.722,160.207,2125236.69
2026-08-02 20:02:00,2.627,66.533,120.213,168.700,1122015.50
2026-08-02 20:03:00,4.491,57.405,136.752,161.471,1953769.64
2026-08-02 20:04:00,6.617,33.828,122.535,115.540,2260204.09
2026-08-02 20:05:00,6.634,60.611,142.813,134.026,2035925.60
2026-08-02 20:06:00,5.373,56.252,138.505,141.798,1921326.73
2026-08-02 20:07:00,2.185,48.245,132.147,255.753,1894962.12
2026-08-02 20:08:00,5.220,60.422,123.041,126.540,1442733.10
2026-08-02 20:09:00,3.516,51.005,133.552,185.076,1970407.57
2026-08-02 20:10:00,5.410,67.292,130.489,134.128,1511538.24
2026-08-02 20:11:00,7.450,67.264,125.637,110.584,1349111.84
2026-08-02 20:12:00,5.593,39.018,125.511,129.348,2111877.85
2026-08-02 20:13:00,7.644,47.623,145.424,124.864,2467846.15
2026-08-02 20:14:00,3.252,37.941,129.862,202.020,2230160.00
2026-08-02 20:15:00,3.610,43.229,122.982,164.805,1834527.38
2026-08-02 20:16:00,2.892,38.924,124.745,202.530,1978069.39
2026-08-02 20:17:00,2.470,50.477,139.832,257.234,2134681.28
2026-08-02 20:18:00,2.063,30.026,131.089,316.210,2467872.29
2026-08-02 20:19:00,7.568,61.656,121.690,107.033,1435396.07
2026-08-02 20:20:00,4.710,36.358,121.646,142.573,2091322.14
2026-08-02 20:21:00,7.633,40.965,121.784,107.447,2121204.65
2026-08-02 20:22:00,7.184,36.996,142.119,127.519,2718308.38
2026-08-02 20:23:00,6.463,44.158,145.500,140.036,2590371.55
2026-08-02 20:24:00,7.507,33.081,145.356,126.530,2932378.74
2026-08-02 20:25:00,3.584,64.356,136.369,180.489,1739834.02
2026-08-02 20:26:00,7.138,46.598,131.767,119.725,2181952.28
2026-08-02 20:27:00,6.080,66.969,129.519,125.946,1498839.92
2026-08-02 20:28:00,5.597,31.878,142.361,154.336,2865078.16
2026-08-02 20:29:00,5.712,36.904,144.237,151.688,2740611.87
2026-08-02 20:30:00,7.437,63.433,148.168,132.378,2143266.10
2026-08-02 20:31:00,7.574,48.552,149.545,130.331,2588878.51
2026-08-02 20:32:00,3.062,32.378,141.149,240.345,2661621.12
2026-08-02 20:33:00,2.485,31.867,125.771,248.649,2251412.46
2026-08-02 20:34:00,3.636,65.794,148.865,197.107,1995679.94
2026-08-02 20:35:00,6.861,40.468,123.680,114.687,2128532.66
2026-08-02 20:36:00,2.582,46.435,128.377,225.410,1931909.75
2026-08-02 20:37:00,5.971,65.880,144.970,144.687,1966781.44
2026-08-02 20:38:00,4.395,56.705,135.457,158.986,1879117.17
2026-08-02 20:39:00,7.474,60.818,127.329,111.666,1588552.43
2026-08-02 20:40:00,6.920,48.860,135.715,123.641,2163113.01
2026-08-02 20:41:00,5.047,57.810,143.114,159.943,2154549.11
2026-08-02 20:42:00,4.284,53.373,128.212,150.521,1739652.28
2026-08-02 20:43:00,7.008,36.812,135.029,123.741,2546354.19
2026-08-02 20:44:00,3.466,52.907,128.615,177.024,1798230.83
2026-08-02 20:45:00,5.260,67.023,131.936,136.118,1519213.05
2026-08-02 20:46:00,7.590,43.809,126.360,109.785,2093155.99
2026-08-02 20:47:00,5.622,49.755,141.226,148.194,2313385.50
2026-08-02 20:48:00,7.581,46.643,129.424,111.631,2059230.19
2026-08-02 20:49:00,4.652,57.545,135.203,153.148,1859048.97
2026-08-02 20:50:00,5.776,55.081,144.136,147.710,2236325.44
2026-08-02 20:51:00,7.642,49.082,124.248,107.805,1875892.00
2026-08-02 20:52:00,6.424,31.891,139.848,133.717,2734127.31
2026-08-02 20:53:00,7.434,40.581,129.917,114.267,2289573.02
2026-08-02 20:54:00,6.992,42.581,134.641,123.346,2360563.36
2026-08-02 20:55:00,2.467,59.300,141.482,248.927,1955301.58
2026-08-02 20:56:00,3.551,45.852,147.706,215.253,2514323.42
2026-08-02 20:57:00,6.449,45.132,145.818,140.569,2572634.42
2026-08-02 20:58:00,7.340,47.835,147.003,132.710,2604181.03
2026-08-02 20:59:00,6.814,47.279,121.489,112.914,1869389.85
2026-08-02 21:00:00,3.879,58.707,132.629,164.187,1710265.10
2026-08-02 21:01:00,5.726,56.812,144.039,147.240,2164459.04
2026-08-02 21:02:00,5.968,60.515,144.345,141.318,2015841.45
2026-08-02 21:03:00,4.624,38.296,132.592,157.835,2310409.53
2026-08-02 21:04:00,5.526,59.658,128.562,133.190,1698539.66
2026-08-02 21:05:00,7.916,41.848,136.463,114.531,2405010.66
2026-08-02 21:06:00,5.268,30.002,142.397,162.155,2910088.14
2026-08-02 21:07:00,3.166,55.583,140.747,210.642,2052130.14
2026-08-02 21:08:00,5.025,30.472,127.519,145.558,2417144.77
2026-08-02 21:09:00,3.055,33.920,120.008,193.659,2039530.44
2026-08-02 21:10:00,6.129,31.645,146.587,151.201,3063045.38
2026-08-02 21:11:00,7.411,54.255,133.361,119.448,2019680.12
2026-08-02 21:12:00,6.055,38.315,144.974,151.235,2858074.20
2026-08-02 21:13:00,7.266,62.367,146.141,129.102,2026806.85
2026-08-02 21:14:00,6.366,44.252,148.164,145.940,2705948.03
2026-08-02 21:15:00,4.625,43.407,130.584,149.898,2058626.21
2026-08-02 21:16:00,5.229,50.592,139.792,152.378,2224843.44
2026-08-02 21:17:00,5.195,61.002,137.889,147.015,1867921.57
2026-08-02 21:18:00,4.355,57.856,124.924,142.624,1543096.72
2026-08-02 21:19:00,2.558,38.262,133.109,247.822,2240295.37
2026-08-02 21:20:00,6.211,60.540,132.918,128.317,1759596.32
2026-08-02 21:21:00,2.283,50.272,125.725,232.793,1741763.83
2026-08-02 21:22:00,3.224,69.496,131.248,170.805,1365390.44
2026-08-02 21:23:00,4.723,50.672,133.088,151.577,1992187.85
2026-08-02 21:24:00,7.923,41.447,143.993,123.149,2705631.36
2026-08-02 21:25:00,3.841,60.446,145.748,190.997,2096156.50
2026-08-02 21:26:00,6.768,31.172,141.513,137.540,3009289.17
2026-08-02 21:27:00,4.517,58.985,144.153,170.000,2095986.19
2026-08-02 21:28:00,3.329,51.727,122.954,172.384,1679140.42
2026-08-02 21:29:00,2.159,37.026,136.710,298.015,2355865.13
2026-08-02 21:30:00,2.531,30.964,127.764,255.685,2377158.22
2026-08-02 21:31:00,4.500,31.863,132.559,163.872,2483315.96
2026-08-02 21:32:00,4.401,33.271,141.091,181.002,2717746.69
2026-08-02 21:33:00,5.758,49.509,148.408,154.611,2529712.85
2026-08-02 21:34:00,2.373,58.303,130.705,226.196,1665565.17
2026-08-02 21:35:00,3.704,35.352,137.324,201.260,2568431.61
2026-08-02 21:36:00,2.141,36.359,123.213,261.585,2015201.68
2026-08-02 21:37:00,7.231,62.561,140.476,128.033,1979056.68
2026-08-02 21:38:00,4.385,39.117,127.142,154.257,2110563.40
2026-08-02 21:39:00,5.506,63.116,134.071,137.887,1720771.85
2026-08-02 21:40:00,6.263,33.802,129.774,124.272,2368585.65
2026-08-02 21:41:00,3.608,63.477,121.520,149.500,1297286.80
2026-08-02 21:42:00,2.810,59.303,142.222,233.698,2048184.82
2026-08-02 21:43:00,5.482,35.907,138.581,150.672,2629649.61
2026-08-02 21:44:00,7.420,43.518,144.528,127.450,2603268.80
2026-08-02 21:45:00,7.355,43.324,148.389,133.270,2765468.19
2026-08-02 21:46:00,3.849,35.354,132.326,183.995,2391738.12
2026-08-02 21:47:00,3.597,45.085,142.689,201.413,2350441.93
2026-08-02 21:48:00,4.121,57.113,129.296,153.224,1655719.75
2026-08-02 21:49:00,3.471,59.222,132.986,178.774,1734791.11
2026-08-02 21:50:00,7.787,38.116,145.077,124.070,2797785.75
2026-08-02 21:51:00,2.208,58.871,146.955,281.058,2050657.57
2026-08-02 21:52:00,3.148,40.666,131.278,209.279,2218681.88
2026-08-02 21:53:00,2.170,31.700,144.083,337.714,2775466.04
2026-08-02 21:54:00,7.124,37.785,142.977,130.942,2774006.22
2026-08-02 21:55:00,4.829,43.689,125.595,142.579,1996117.07
2026-08-02 21:56:00,3.368,31.436,138.768,220.569,2662908.53
2026-08-02 21:57:00,4.372,33.812,134.883,175.091,2582083.52
2026-08-02 21:58:00,2.637,44.250,121.885,210.838,1835896.71
2026-08-02 21:59:00,2.646,66.983,136.415,211.754,1601214.00
2026-08-02 22:00:00,7.681,55.432,149.386,130.384,2406551.04
2026-08-02 22:01:00,6.176,67.375,143.397,141.371,1910384.33
2026-08-02 22:02:00,5.832,31.489,126.027,132.271,2456891.62
2026-08-02 22:03:00,4.837,64.724,126.632,137.144,1464098.97
2026-08-02 22:04:00,4.939,35.428,129.571,155.768,2484372.66
2026-08-02 22:05:00,6.632,39.478,120.540,113.723,2058299.74
2026-08-02 22:06:00,2.314,34.013,122.209,253.088,2119326.30
2026-08-02 22:07:00,6.005,46.448,141.577,144.034,2449346.21
2026-08-02 22:08:00,5.303,38.098,136.399,150.236,2485727.07
2026-08-02 22:09:00,3.840,59.574,140.882,179.180,1919913.91
2026-08-02 22:10:00,3.294,60.197,141.462,199.019,1911440.83
2026-08-02 22:11:00,7.171,41.620,122.210,108.431,2002541.05
2026-08-02 22:12:00,7.589,61.992,148.376,130.099,2160597.71
2026-08-02 22:13:00,2.575,36.546,149.081,290.551,2733908.26
2026-08-02 22:14:00,3.019,31.610,121.024,201.944,2149501.05
2026-08-02 22:15:00,6.003,36.602,122.034,123.810,2188164.07
2026-08-02 22:16:00,6.644,39.831,144.591,135.640,2660839.98
2026-08-02 22:17:00,4.948,32.013,138.240,164.798,2746370.33
2026-08-02 22:18:00,7.561,34.391,149.751,131.371,3065169.66
2026-08-02 22:19:00,7.238,42.108,127.407,114.220,2181780.66
2026-08-02 22:20:00,2.758,64.098,143.865,226.280,1869383.90
2026-08-02 22:21:00,2.855,64.219,135.740,208.035,1716090.76
2026-08-02 22:22:00,2.515,69.743,136.655,211.437,1489810.85
2026-08-02 22:23:00,7.253,33.920,126.267,111.449,2350326.59
2026-08-02 22:24:00,5.346,30.074,138.202,154.408,2778300.53
2026-08-02 22:25:00,7.648,52.624,132.320,115.987,2025696.68
2026-08-02 22:26:00,6.375,54.130,126.619,121.122,1785283.61
2026-08-02 22:27:00,6.392,39.447,145.112,141.778,2734133.73
2026-08-02 22:28:00,2.751,61.882,126.426,189.855,1471529.41
2026-08-02 22:29:00,2.657,68.238,129.009,191.199,1365703.30
2026-08-02 22:30:00,7.586,43.267,122.606,106.313,1999076.59
2026-08-02 22:31:00,4.896,67.833,140.287,155.865,1801446.87
2026-08-02 22:32:00,7.964,34.171,128.516,108.241,2465615.79
2026-08-02 22:33:00,3.938,49.026,148.737,198.831,2466059.66
2026-08-02 22:34:00,5.728,37.887,142.246,152.178,2736721.70
2026-08-02 22:35:00,5.437,53.377,147.035,153.655,2278919.79
