timestamp,T_reator_C,F_alimentacao_L_min,C_A0_mol_L,C_A_mol_L
2026-08-01 13:43:00,132.124,20.684,1.095,0.3716
2026-08-01 13:44:00,134.556,24.083,1.647,0.6241
2026-08-01 13:45:00,132.425,26.230,1.896,0.8648
2026-08-01 13:46:00,129.939,19.848,1.180,0.5264
2026-08-01 13:47:00,131.127,10.467,1.494,0.3665
2026-08-01 13:48:00,126.679,11.439,1.096,0.3606
2026-08-01 13:49:00,126.529,26.741,1.650,0.8105
2026-08-01 13:50:00,129.863,21.259,1.118,0.4801
2026-08-01 13:51:00,127.031,11.072,1.972,0.5343
2026-08-01 13:52:00,132.700,23.901,1.321,0.4848
2026-08-01 13:53:00,127.970,22.608,1.185,0.6125
2026-08-01 13:54:00,125.873,18.513,1.953,0.8774
2026-08-01 13:55:00,130.854,27.178,1.644,0.7287
2026-08-01 13:56:00,130.554,15.859,1.487,0.4977
2026-08-01 13:57:00,127.612,25.135,1.754,0.8040
2026-08-01 13:58:00,126.288,16.603,1.866,0.6836
2026-08-01 13:59:00,131.285,21.144,1.809,0.6891
2026-08-01 14:00:00,132.404,29.919,1.356,0.6830
2026-08-01 14:01:00,126.891,22.257,1.396,0.5353
2026-08-01 14:02:00,132.459,21.254,1.527,0.5265
2026-08-01 14:03:00,131.555,21.421,1.586,0.6563
2026-08-01 14:04:00,132.745,23.914,1.301,0.5241
2026-08-01 14:05:00,125.639,26.043,1.136,0.6230
2026-08-01 14:06:00,134.661,25.896,1.439,0.5773
2026-08-01 14:07:00,131.596,25.279,1.815,0.7820
2026-08-01 14:08:00,127.588,16.766,1.276,0.4440
2026-08-01 14:09:00,133.772,14.834,1.375,0.4685
2026-08-01 14:10:00,130.807,18.048,1.274,0.4945
2026-08-01 14:11:00,126.605,20.394,1.610,0.5958
2026-08-01 14:12:00,133.526,26.245,1.952,0.8395
2026-08-01 14:13:00,132.222,20.479,1.180,0.4921
2026-08-01 14:14:00,127.803,17.349,1.780,0.6441
2026-08-01 14:15:00,130.438,20.744,1.665,0.6778
2026-08-01 14:16:00,128.992,11.471,1.987,0.6050
2026-08-01 14:17:00,125.068,20.763,1.100,0.4685
2026-08-01 14:18:00,129.777,20.352,1.909,0.7519
2026-08-01 14:19:00,127.356,21.808,1.808,0.7332
2026-08-01 14:20:00,126.544,27.289,1.906,0.9554
2026-08-01 14:21:00,125.926,21.372,1.751,0.6961
2026-08-01 14:22:00,127.234,21.251,1.281,0.5744
2026-08-01 14:23:00,132.595,23.600,1.417,0.6511
2026-08-01 14:24:00,128.587,29.412,1.109,0.4852
2026-08-01 14:25:00,126.391,24.516,1.002,0.5421
2026-08-01 14:26:00,126.696,13.908,1.947,0.6279
2026-08-01 14:27:00,131.523,18.672,1.827,0.5997
2026-08-01 14:28:00,129.034,12.697,1.081,0.2986
2026-08-01 14:29:00,131.220,10.661,1.455,0.3479
2026-08-01 14:30:00,125.522,26.384,1.289,0.6049
2026-08-01 14:31:00,132.285,17.113,1.297,0.4899
2026-08-01 14:32:00,134.627,15.330,1.895,0.5194
2026-08-01 14:33:00,132.865,19.698,1.992,0.7169
2026-08-01 14:34:00,132.217,14.100,1.422,0.5316
2026-08-01 14:35:00,126.986,10.945,1.815,0.4831
2026-08-01 14:36:00,129.056,23.379,1.166,0.4669
2026-08-01 14:37:00,126.557,14.388,1.770,0.5658
2026-08-01 14:38:00,132.621,10.529,1.051,0.3064
2026-08-01 14:39:00,132.422,24.760,1.342,0.5429
2026-08-01 14:40:00,126.232,28.948,1.569,0.8056
2026-08-01 14:41:00,132.452,12.327,1.063,0.2314
2026-08-01 14:42:00,130.711,19.306,1.118,0.3904
2026-08-01 14:43:00,134.807,14.173,1.319,0.4095
2026-08-01 14:44:00,134.896,10.854,1.475,0.2329
2026-08-01 14:45:00,125.807,17.852,1.215,0.3660
2026-08-01 14:46:00,133.368,26.040,1.318,0.5129
2026-08-01 14:47:00,126.605,16.190,1.169,0.3961
2026-08-01 14:48:00,130.499,11.912,1.101,0.2741
2026-08-01 14:49:00,130.051,22.055,1.420,0.5549
2026-08-01 14:50:00,127.739,26.812,1.221,0.5749
2026-08-01 14:51:00,132.221,16.905,1.652,0.5059
2026-08-01 14:52:00,130.359,18.970,1.227,0.5273
2026-08-01 14:53:00,131.221,13.381,1.190,0.3836
2026-08-01 14:54:00,131.911,29.825,1.368,0.6192
2026-08-01 14:55:00,129.045,29.320,1.104,0.5850
2026-08-01 14:56:00,125.415,26.027,1.041,0.3498
2026-08-01 14:57:00,127.577,11.450,1.765,0.5069
2026-08-01 14:58:00,126.756,16.013,1.173,0.4679
2026-08-01 14:59:00,132.533,13.935,1.612,0.4149
2026-08-01 15:00:00,127.496,12.340,1.305,0.4130
2026-08-01 15:01:00,128.652,18.419,1.326,0.4536
2026-08-01 15:02:00,129.461,18.349,1.158,0.4407
2026-08-01 15:03:00,133.353,29.182,1.230,0.4624
2026-08-01 15:04:00,133.445,24.539,1.572,0.6772
2026-08-01 15:05:00,127.199,11.577,1.588,0.4462
2026-08-01 15:06:00,129.083,11.029,1.287,0.3461
2026-08-01 15:07:00,127.444,28.997,1.210,0.5916
2026-08-01 15:08:00,134.760,26.071,1.343,0.6020
2026-08-01 15:09:00,130.331,10.788,1.088,0.2825
2026-08-01 15:10:00,125.008,27.159,1.529,0.8189
2026-08-01 15:11:00,125.906,19.819,1.823,0.7183
2026-08-01 15:12:00,133.560,24.887,1.630,0.6836
2026-08-01 15:13:00,128.981,21.668,1.022,0.5102
2026-08-01 15:14:00,134.053,23.653,1.273,0.5842
2026-08-01 15:15:00,131.632,16.524,1.471,0.3189
2026-08-01 15:16:00,130.332,20.393,1.910,0.7339
2026-08-01 15:17:00,133.150,13.947,1.170,0.2331
2026-08-01 15:18:00,132.304,17.934,1.074,0.3359
2026-08-01 15:19:00,130.818,11.872,1.530,0.3640
2026-08-01 15:20:00,125.850,23.230,1.559,0.7403
2026-08-01 15:21:00,133.025,11.193,1.982,0.4538
2026-08-01 15:22:00,133.313,15.926,1.541,0.4178
2026-08-01 15:23:00,133.938,12.028,1.017,0.2775
2026-08-01 15:24:00,126.017,23.313,1.669,0.6899
2026-08-01 15:25:00,134.721,19.368,1.206,0.3533
2026-08-01 15:26:00,129.375,17.292,1.814,0.6105
2026-08-01 15:27:00,127.178,19.487,1.441,0.5595
2026-08-01 15:28:00,132.108,13.225,1.863,0.5150
2026-08-01 15:29:00,132.745,27.823,1.176,0.5208
2026-08-01 15:30:00,125.005,16.931,1.597,0.5733
2026-08-01 15:31:00,128.251,23.418,1.702,0.7478
2026-08-01 15:32:00,129.684,28.914,1.043,0.4961
2026-08-01 15:33:00,133.491,12.492,1.474,0.3695
2026-08-01 15:34:00,125.199,23.540,1.680,0.6813
2026-08-01 15:35:00,132.517,10.156,1.623,0.3831
2026-08-01 15:36:00,134.314,28.970,1.106,0.5092
2026-08-01 15:37:00,134.416,16.773,1.033,0.3571
2026-08-01 15:38:00,127.252,15.811,1.217,0.4305
2026-08-01 15:39:00,131.174,16.140,1.240,0.4589
2026-08-01 15:40:00,129.767,29.800,1.598,0.7891
2026-08-01 15:41:00,131.162,15.926,1.024,0.2984
2026-08-01 15:42:00,130.465,28.230,1.273,0.5763
2026-08-01 15:43:00,134.046,27.975,1.233,0.4852
2026-08-01 15:44:00,132.327,27.101,1.836,0.7277
2026-08-01 15:45:00,130.460,13.171,1.355,0.4227
2026-08-01 15:46:00,134.974,23.195,1.721,0.6185
2026-08-01 15:47:00,134.387,17.598,1.825,0.6095
2026-08-01 15:48:00,126.497,19.456,1.708,0.7962
2026-08-01 15:49:00,131.358,13.083,1.112,0.3665
2026-08-01 15:50:00,134.358,29.544,1.739,0.6927
2026-08-01 15:51:00,133.450,15.312,1.849,0.5008
2026-08-01 15:52:00,133.940,27.170,1.375,0.6048
2026-08-01 15:53:00,131.167,11.205,1.888,0.4867
2026-08-01 15:54:00,125.781,25.846,1.689,0.8855
2026-08-01 15:55:00,125.170,25.936,1.710,0.8054
2026-08-01 15:56:00,128.016,15.219,1.546,0.4356
2026-08-01 15:57:00,131.163,21.349,1.383,0.4721
2026-08-01 15:58:00,134.255,15.953,1.321,0.4567
2026-08-01 15:59:00,128.942,14.212,1.799,0.5640
2026-08-01 16:00:00,131.268,22.365,1.839,0.7701
2026-08-01 16:01:00,130.336,24.507,1.332,0.5418
2026-08-01 16:02:00,127.360,24.252,1.631,0.6846
2026-08-01 16:03:00,128.137,26.770,1.723,0.8386
2026-08-01 16:04:00,128.732,24.305,1.214,0.4481
2026-08-01 16:05:00,132.646,17.649,1.630,0.5602
2026-08-01 16:06:00,131.685,29.584,1.339,0.7082
2026-08-01 16:07:00,129.744,29.117,1.273,0.4627
2026-08-01 16:08:00,134.913,19.039,1.316,0.3704
2026-08-01 16:09:00,127.985,29.423,1.326,0.6469
2026-08-01 16:10:00,132.332,29.663,1.495,0.6460
2026-08-01 16:11:00,126.106,24.871,1.355,0.6216
2026-08-01 16:12:00,129.517,26.151,1.719,0.8981
2026-08-01 16:13:00,132.782,12.283,1.899,0.4367
2026-08-01 16:14:00,129.782,15.406,1.773,0.5526
2026-08-01 16:15:00,130.858,12.449,1.551,0.3542
2026-08-01 16:16:00,129.778,13.064,1.682,0.3937
2026-08-01 16:17:00,127.257,25.544,1.898,0.8994
2026-08-01 16:18:00,133.711,14.094,1.592,0.3332
2026-08-01 16:19:00,131.638,17.560,1.054,0.2722
2026-08-01 16:20:00,132.432,18.729,1.298,0.4441
2026-08-01 16:21:00,134.491,11.368,1.331,0.3346
2026-08-01 16:22:00,131.924,27.226,1.984,0.8068
2026-08-01 16:23:00,125.650,26.914,1.738,0.8039
2026-08-01 16:24:00,131.294,10.383,1.428,0.2298
2026-08-01 16:25:00,130.051,21.844,1.352,0.5663
2026-08-01 16:26:00,127.215,21.970,1.962,0.8322
2026-08-01 16:27:00,130.933,22.502,1.766,0.6989
2026-08-01 16:28:00,131.730,15.174,1.205,0.2828
2026-08-01 16:29:00,130.591,13.383,1.474,0.4655
2026-08-01 16:30:00,126.532,11.732,1.226,0.3214
2026-08-01 16:31:00,131.350,24.425,1.990,0.8724
2026-08-01 16:32:00,125.248,19.847,1.572,0.6154
2026-08-01 16:33:00,126.594,22.255,1.081,0.4868
2026-08-01 16:34:00,132.982,21.153,1.311,0.4311
2026-08-01 16:35:00,129.898,23.158,1.531,0.6881
2026-08-01 16:36:00,130.906,24.109,1.513,0.5514
2026-08-01 16:37:00,128.392,14.233,1.220,0.3996
2026-08-01 16:38:00,130.661,23.759,1.685,0.6195
2026-08-01 16:39:00,125.379,15.521,1.233,0.4147
2026-08-01 16:40:00,125.239,10.554,1.983,0.5840
2026-08-01 16:41:00,134.039,26.378,1.825,0.6731
2026-08-01 16:42:00,127.863,25.032,1.447,0.6784
2026-08-01 16:43:00,133.036,25.051,1.366,0.5957
2026-08-01 16:44:00,130.163,17.514,1.177,0.2845
2026-08-01 16:45:00,125.753,25.471,1.084,0.5417
2026-08-01 16:46:00,125.627,15.798,1.755,0.6974
2026-08-01 16:47:00,125.620,15.960,1.887,0.6370
2026-08-01 16:48:00,130.024,17.318,1.499,0.4619
2026-08-01 16:49:00,128.336,24.471,1.895,0.7350
2026-08-01 16:50:00,134.780,14.966,1.949,0.4772
2026-08-01 16:51:00,126.075,11.487,1.590,0.5158
2026-08-01 16:52:00,128.968,15.185,1.254,0.3788
2026-08-01 16:53:00,125.139,19.184,1.817,0.7736
2026-08-01 16:54:00,131.138,16.378,1.219,0.3538
2026-08-01 16:55:00,125.945,24.394,1.929,0.8822
2026-08-01 16:56:00,131.807,11.548,1.191,0.3670
2026-08-01 16:57:00,132.188,23.119,1.355,0.6106
2026-08-01 16:58:00,134.861,16.276,1.121,0.3352
2026-08-01 16:59:00,127.212,13.677,1.283,0.3898
2026-08-01 17:00:00,131.565,14.665,1.504,0.3950
2026-08-01 17:01:00,128.058,13.971,1.388,0.4803
2026-08-01 17:02:00,128.044,27.219,1.629,0.7557
2026-08-01 17:03:00,133.566,15.909,1.366,0.4818
2026-08-01 17:04:00,133.904,26.256,1.569,0.5371
2026-08-01 17:05:00,127.690,15.803,1.629,0.5304
2026-08-01 17:06:00,130.983,10.075,1.926,0.4269
2026-08-01 17:07:00,132.402,10.137,1.882,0.4416
2026-08-01 17:08:00,128.393,17.355,1.265,0.3736
2026-08-01 17:09:00,126.540,27.084,1.471,0.6997
2026-08-01 17:10:00,133.164,21.834,1.099,0.4643
2026-08-01 17:11:00,130.230,23.590,1.222,0.5239
2026-08-01 17:12:00,127.778,18.294,1.294,0.5044
2026-08-01 17:13:00,125.276,15.506,1.954,0.6504
2026-08-01 17:14:00,133.578,22.859,1.756,0.6477
2026-08-01 17:15:00,129.448,21.589,1.897,0.6948
2026-08-01 17:16:00,130.547,10.697,1.299,0.3722
2026-08-01 17:17:00,126.341,21.062,1.859,0.8077
2026-08-01 17:18:00,125.827,22.615,1.772,0.7928
2026-08-01 17:19:00,128.560,17.368,1.145,0.4178
2026-08-01 17:20:00,127.291,16.839,1.322,0.5476
2026-08-01 17:21:00,125.343,25.748,1.711,0.9423
2026-08-01 17:22:00,126.761,17.418,1.326,0.4978
2026-08-01 17:23:00,131.538,15.729,1.252,0.3918
2026-08-01 17:24:00,127.509,25.694,1.991,0.9379
2026-08-01 17:25:00,134.658,29.697,1.484,0.7251
2026-08-01 17:26:00,134.009,13.696,1.348,0.4005
2026-08-01 17:27:00,128.457,17.569,1.357,0.5110
2026-08-01 17:28:00,132.913,10.052,1.618,0.3923
2026-08-01 17:29:00,126.797,19.715,1.645,0.6842
2026-08-01 17:30:00,129.652,15.657,1.865,0.5190
2026-08-01 17:31:00,129.291,26.512,1.657,0.8105
2026-08-01 17:32:00,133.730,28.315,1.937,0.7783
2026-08-01 17:33:00,129.051,12.323,1.574,0.4319
2026-08-01 17:34:00,126.626,27.276,1.493,0.6736
2026-08-01 17:35:00,131.987,14.300,1.785,0.4944
2026-08-01 17:36:00,131.404,16.159,1.213,0.3977
2026-08-01 17:37:00,128.220,27.715,1.634,0.8518
2026-08-01 17:38:00,132.418,17.305,1.400,0.4267
2026-08-01 17:39:00,131.402,10.337,1.134,0.3464
2026-08-01 17:40:00,126.546,11.036,1.318,0.2654
2026-08-01 17:41:00,127.021,16.753,1.632,0.5145
2026-08-01 17:42:00,131.623,27.688,1.942,0.8031
2026-08-01 17:43:00,131.002,11.773,1.552,0.4410
2026-08-01 17:44:00,125.348,13.911,1.413,0.4141
2026-08-01 17:45:00,127.557,29.347,1.895,0.8570
2026-08-01 17:46:00,125.927,18.229,1.199,0.5753
2026-08-01 17:47:00,134.740,27.453,1.081,0.4353
2026-08-01 17:48:00,129.831,17.668,1.323,0.5505
2026-08-01 17:49:00,130.068,20.366,1.087,0.4745
2026-08-01 17:50:00,126.465,28.939,1.420,0.7560
2026-08-01 17:51:00,129.685,29.128,1.241,0.6589
2026-08-01 17:52:00,134.636,13.311,1.188,0.2839
2026-08-01 17:53:00,133.649,23.535,1.193,0.3870
2026-08-01 17:54:00,129.817,18.484,1.249,0.4795
2026-08-01 17:55:00,133.807,12.995,1.540,0.3698
2026-08-01 17:56:00,129.217,10.515,1.002,0.2823
2026-08-01 17:57:00,131.125,20.156,1.617,0.6490
2026-08-01 17:58:00,128.824,11.875,1.704,0.4149
2026-08-01 17:59:00,131.807,28.767,1.715,0.7320
2026-08-01 18:00:00,132.019,14.999,1.508,0.4399
2026-08-01 18:01:00,126.038,18.796,1.464,0.6562
2026-08-01 18:02:00,133.986,24.528,1.602,0.5767
2026-08-01 18:03:00,127.506,20.153,1.299,0.6291
2026-08-01 18:04:00,132.620,17.547,1.115,0.2626
2026-08-01 18:05:00,134.422,22.592,1.508,0.6498
2026-08-01 18:06:00,127.932,13.954,1.867,0.5970
2026-08-01 18:07:00,134.751,19.815,1.486,0.5283
2026-08-01 18:08:00,132.743,29.263,1.280,0.6018
2026-08-01 18:09:00,132.335,25.695,1.211,0.3639
2026-08-01 18:10:00,126.060,16.694,1.066,0.3753
2026-08-01 18:11:00,129.634,28.253,1.925,0.8822
2026-08-01 18:12:00,129.734,27.497,1.328,0.6772
2026-08-01 18:13:00,133.951,15.429,1.898,0.5391
2026-08-01 18:14:00,129.904,28.684,1.945,0.9885
2026-08-01 18:15:00,128.857,19.707,1.445,0.6615
2026-08-01 18:16:00,129.244,28.656,1.422,0.7037
2026-08-01 18:17:00,134.637,20.993,1.316,0.4693
2026-08-01 18:18:00,131.138,11.935,1.638,0.3584
2026-08-01 18:19:00,129.981,12.783,1.214,0.3762
2026-08-01 18:20:00,132.639,19.957,1.338,0.4539
2026-08-01 18:21:00,127.809,10.497,1.294,0.4151
2026-08-01 18:22:00,133.554,25.368,1.374,0.4648
2026-08-01 18:23:00,131.231,16.154,1.074,0.3016
2026-08-01 18:24:00,127.643,10.626,1.529,0.4528
2026-08-01 18:25:00,125.975,22.973,1.092,0.5910
2026-08-01 18:26:00,130.025,22.113,1.784,0.7572
2026-08-01 18:27:00,132.625,12.532,1.420,0.4405
2026-08-01 18:28:00,128.274,13.625,1.736,0.5409
2026-08-01 18:29:00,134.631,24.868,1.130,0.5419
2026-08-01 18:30:00,130.357,13.022,1.579,0.4573
2026-08-01 18:31:00,133.507,10.129,1.191,0.2853
2026-08-01 18:32:00,126.238,29.994,1.580,0.8204
2026-08-01 18:33:00,130.454,15.803,1.423,0.4407
2026-08-01 18:34:00,134.780,27.821,1.647,0.7087
2026-08-01 18:35:00,129.345,18.282,1.091,0.4117
2026-08-01 18:36:00,132.782,29.256,1.902,0.8730
2026-08-01 18:37:00,132.051,18.598,1.482,0.3754
2026-08-01 18:38:00,128.408,24.986,1.673,0.6938
2026-08-01 18:39:00,133.302,29.313,1.257,0.5235
2026-08-01 18:40:00,129.426,15.646,1.723,0.4736
2026-08-01 18:41:00,128.846,10.594,1.940,0.4318
2026-08-01 18:42:00,131.634,18.973,1.957,0.7299
2026-08-01 18:43:00,127.138,25.226,1.797,0.8453
2026-08-01 18:44:00,134.074,21.280,1.400,0.5597
2026-08-01 18:45:00,125.668,26.705,1.184,0.6328
2026-08-01 18:46:00,133.974,15.334,1.266,0.4235
2026-08-01 18:47:00,130.413,11.359,1.752,0.4471
2026-08-01 18:48:00,131.690,14.418,1.283,0.4557
2026-08-01 18:49:00,134.572,14.575,1.281,0.3156
2026-08-01 18:50:00,134.609,16.705,1.274,0.4607
2026-08-01 18:51:00,133.526,16.236,1.321,0.4530
2026-08-01 18:52:00,132.638,14.684,1.545,0.4844
2026-08-01 18:53:00,130.691,12.437,1.696,0.4552
2026-08-01 18:54:00,127.257,20.437,1.389,0.5251
2026-08-01 18:55:00,129.402,24.228,1.386,0.5948
2026-08-01 18:56:00,130.787,28.167,1.831,0.7383
2026-08-01 18:57:00,127.434,15.515,1.198,0.4717
2026-08-01 18:58:00,131.026,23.211,1.611,0.6216
2026-08-01 18:59:00,130.628,20.551,1.556,0.5636
2026-08-01 19:00:00,132.180,27.678,1.460,0.5275
2026-08-01 19:01:00,131.309,23.901,1.902,0.7130
2026-08-01 19:02:00,133.648,13.659,1.012,0.4273
2026-08-01 19:03:00,129.196,15.327,1.803,0.5445
2026-08-01 19:04:00,130.766,22.490,1.408,0.6222
2026-08-01 19:05:00,131.051,25.024,1.824,0.6909
2026-08-01 19:06:00,128.478,11.574,1.452,0.3117
2026-08-01 19:07:00,131.619,22.928,1.182,0.4650
2026-08-01 19:08:00,128.304,13.408,1.565,0.4748
2026-08-01 19:09:00,132.780,28.859,1.973,0.8318
2026-08-01 19:10:00,134.078,29.275,1.108,0.4782
2026-08-01 19:11:00,127.525,27.184,1.885,0.8453
2026-08-01 19:12:00,130.852,27.211,1.623,0.7914
2026-08-01 19:13:00,133.611,29.223,1.822,0.9141
2026-08-01 19:14:00,130.841,15.721,1.825,0.6371
2026-08-01 19:15:00,129.207,20.452,1.123,0.3541
2026-08-01 19:16:00,131.938,12.678,1.397,0.3936
2026-08-01 19:17:00,129.023,19.124,1.573,0.5534
2026-08-01 19:18:00,129.784,12.093,1.818,0.4534
2026-08-01 19:19:00,134.927,23.833,1.300,0.5301
2026-08-01 19:20:00,128.795,11.513,1.964,0.5292
2026-08-01 19:21:00,134.074,27.191,1.043,0.4383
2026-08-01 19:22:00,132.421,27.031,1.572,0.6738
2026-08-01 19:23:00,129.203,29.312,1.649,0.7314
2026-08-01 19:24:00,134.022,10.545,1.576,0.2780
2026-08-01 19:25:00,126.506,26.372,1.060,0.4865
2026-08-01 19:26:00,134.536,15.857,1.454,0.4071
2026-08-01 19:27:00,132.065,13.918,1.192,0.3585
2026-08-01 19:28:00,130.466,25.011,1.544,0.7100
2026-08-01 19:29:00,129.476,12.401,1.366,0.3660
2026-08-01 19:30:00,134.299,27.516,1.826,0.7673
2026-08-01 19:31:00,133.098,27.507,1.064,0.5073
2026-08-01 19:32:00,130.495,21.119,1.427,0.5333
2026-08-01 19:33:00,133.153,18.455,1.859,0.6412
2026-08-01 19:34:00,130.587,27.790,1.655,0.7581
2026-08-01 19:35:00,132.277,24.247,1.176,0.4532
2026-08-01 19:36:00,131.370,10.644,1.808,0.3459
2026-08-01 19:37:00,126.948,18.240,1.336,0.4519
2026-08-01 19:38:00,127.175,18.596,1.522,0.6459
2026-08-01 19:39:00,132.220,27.123,1.587,0.5842
2026-08-01 19:40:00,127.803,27.655,1.118,0.6372
2026-08-01 19:41:00,133.934,20.871,1.661,0.5447
2026-08-01 19:42:00,130.324,12.245,1.684,0.3434
2026-08-01 19:43:00,126.386,22.182,1.634,0.6754
2026-08-01 19:44:00,132.662,19.209,1.677,0.4415
2026-08-01 19:45:00,132.492,18.458,1.240,0.3149
2026-08-01 19:46:00,131.508,29.686,1.230,0.5695
2026-08-01 19:47:00,134.090,29.917,1.249,0.4514
2026-08-01 19:48:00,132.461,18.192,1.264,0.3304
2026-08-01 19:49:00,132.721,28.692,1.362,0.6009
2026-08-01 19:50:00,130.044,14.892,1.250,0.3909
2026-08-01 19:51:00,132.643,13.870,1.967,0.5703
2026-08-01 19:52:00,129.272,23.134,1.084,0.4657
2026-08-01 19:53:00,129.492,20.009,1.849,0.6995
2026-08-01 19:54:00,131.007,24.915,1.357,0.6033
2026-08-01 19:55:00,132.569,12.198,1.608,0.4569
2026-08-01 19:56:00,125.914,19.648,1.317,0.5409
2026-08-01 19:57:00,129.844,23.636,1.902,0.8237
2026-08-01 19:58:00,125.134,20.021,1.066,0.2905
2026-08-01 19:59:00,130.018,15.727,1.264,0.3796
2026-08-01 20:00:00,129.330,20.016,1.961,0.8349
2026-08-01 20:01:00,125.619,21.705,1.358,0.5567
2026-08-01 20:02:00,128.545,21.007,1.251,0.5310
2026-08-01 20:03:00,127.820,21.318,1.297,0.5460
2026-08-01 20:04:00,133.930,18.856,1.115,0.3295
2026-08-01 20:05:00,129.381,16.620,1.340,0.4806
2026-08-01 20:06:00,125.875,11.408,1.318,0.3496
2026-08-01 20:07:00,129.002,10.929,1.279,0.2959
2026-08-01 20:08:00,131.422,20.676,1.081,0.3712
2026-08-01 20:09:00,134.164,27.176,1.594,0.6055
2026-08-01 20:10:00,133.727,25.714,1.687,0.6195
2026-08-01 20:11:00,129.393,20.725,1.703,0.6337
2026-08-01 20:12:00,131.331,22.790,1.161,0.4627
2026-08-01 20:13:00,134.674,29.529,1.647,0.6826
2026-08-01 20:14:00,126.490,29.345,1.889,0.9210
2026-08-01 20:15:00,133.832,29.896,1.978,1.0218
2026-08-01 20:16:00,133.465,10.330,1.894,0.4504
2026-08-01 20:17:00,134.146,22.724,1.137,0.3217
2026-08-01 20:18:00,134.668,24.901,1.954,0.7715
2026-08-01 20:19:00,126.647,12.061,1.324,0.4033
2026-08-01 20:20:00,130.606,17.265,1.030,0.5575
2026-08-01 20:21:00,126.655,13.302,1.364,0.4460
2026-08-01 20:22:00,127.705,17.693,1.307,0.6063
2026-08-01 20:23:00,132.944,18.824,1.676,0.5408
2026-08-01 20:24:00,133.792,13.567,1.984,0.4735
2026-08-01 20:25:00,129.572,19.922,1.727,0.5844
2026-08-01 20:26:00,132.477,13.752,1.678,0.5131
2026-08-01 20:27:00,127.045,28.446,1.169,0.5166
2026-08-01 20:28:00,129.525,13.390,1.720,0.4613
2026-08-01 20:29:00,125.042,20.251,1.272,0.5693
2026-08-01 20:30:00,132.787,16.886,1.279,0.3826
2026-08-01 20:31:00,127.665,18.455,1.433,0.5498
2026-08-01 20:32:00,125.342,17.788,1.893,0.6615
2026-08-01 20:33:00,128.517,29.573,1.217,0.4469
2026-08-01 20:34:00,128.579,23.272,1.892,0.8809
2026-08-01 20:35:00,132.195,10.974,1.496,0.4190
2026-08-01 20:36:00,128.663,26.702,1.069,0.4746
2026-08-01 20:37:00,128.009,20.909,1.674,0.6823
2026-08-01 20:38:00,125.081,12.330,1.671,0.4593
2026-08-01 20:39:00,132.817,19.432,1.966,0.6631
2026-08-01 20:40:00,125.732,12.670,1.320,0.5533
2026-08-01 20:41:00,128.427,21.150,1.099,0.5503
2026-08-01 20:42:00,127.463,17.414,1.444,0.5446
2026-08-01 20:43:00,134.551,11.336,1.282,0.1731
2026-08-01 20:44:00,131.063,23.071,1.547,0.6508
2026-08-01 20:45:00,125.291,14.668,1.569,0.5252
2026-08-01 20:46:00,131.755,25.327,1.343,0.5348
2026-08-01 20:47:00,133.828,28.076,1.953,0.8267
2026-08-01 20:48:00,131.682,14.855,1.174,0.4630
2026-08-01 20:49:00,130.236,16.117,1.217,0.4041
2026-08-01 20:50:00,128.267,10.932,1.385,0.4197
2026-08-01 20:51:00,131.191,19.630,1.539,0.5817
2026-08-01 20:52:00,125.412,26.806,1.536,0.7753
2026-08-01 20:53:00,127.249,12.203,1.706,0.5335
2026-08-01 20:54:00,134.204,13.355,1.087,0.2537
2026-08-01 20:55:00,132.107,24.892,1.944,0.7147
2026-08-01 20:56:00,125.947,22.762,1.055,0.5640
2026-08-01 20:57:00,131.705,13.987,1.637,0.3727
2026-08-01 20:58:00,133.996,13.425,1.525,0.4123
2026-08-01 20:59:00,131.707,11.409,1.248,0.4134
2026-08-01 21:00:00,130.907,10.353,1.378,0.3400
2026-08-01 21:01:00,129.947,18.452,1.491,0.5693
2026-08-01 21:02:00,130.911,12.157,1.054,0.3119
2026-08-01 21:03:00,133.711,15.842,1.361,0.4702
2026-08-01 21:04:00,128.160,27.479,1.416,0.7470
2026-08-01 21:05:00,132.723,10.987,1.492,0.2579
2026-08-01 21:06:00,131.411,25.935,1.483,0.7101
2026-08-01 21:07:00,126.307,17.632,1.974,0.7438
2026-08-01 21:08:00,127.387,18.238,1.883,0.6644
2026-08-01 21:09:00,133.837,29.453,1.701,0.6759
2026-08-01 21:10:00,128.243,21.370,1.977,0.8202
2026-08-01 21:11:00,129.092,10.733,1.329,0.2993
2026-08-01 21:12:00,128.327,25.877,1.303,0.5952
2026-08-01 21:13:00,130.560,21.090,1.464,0.5614
2026-08-01 21:14:00,125.661,25.541,1.681,0.8159
2026-08-01 21:15:00,129.416,13.024,1.706,0.5359
2026-08-01 21:16:00,129.998,15.250,1.652,0.5906
2026-08-01 21:17:00,133.142,28.211,1.192,0.5831
2026-08-01 21:18:00,127.127,18.597,1.218,0.5587
2026-08-01 21:19:00,128.881,20.214,1.313,0.4939
2026-08-01 21:20:00,130.268,22.863,1.435,0.5375
2026-08-01 21:21:00,133.097,20.566,1.364,0.4803
2026-08-01 21:22:00,132.019,25.012,1.667,0.6564
2026-08-01 21:23:00,125.450,14.463,1.668,0.4890
2026-08-01 21:24:00,128.493,28.417,1.319,0.6109
2026-08-01 21:25:00,127.174,11.074,1.745,0.5129
2026-08-01 21:26:00,126.228,19.990,1.368,0.6323
2026-08-01 21:27:00,127.754,29.953,1.035,0.5065
